directorGender,tmdbId,noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,movieId,imdbId
0,61645,9,16,19,0,0,1,90112,31311
0,218389,2,2,8,1,0,4,90114,26507
0,143841,6,1,4,6,0,5,90116,58429
0,74810,0,2,2,1,0,1,90118,47250
2,76013,12,0,3,3,0,0,90127,1661862
0,54700,1,1,4,0,0,2,90133,1298594
2,73588,4,5,7,24,1,1,90154,1525890
2,111625,1,4,6,2,1,2,90167,46330
2,43460,1,0,4,2,0,1,90170,39632
0,52847,0,2,8,2,1,8,90172,43053
2,80122,0,1,3,1,0,0,90183,1233259
0,83015,19,5,12,17,0,7,90196,42541
2,225951,4,1,0,10,0,0,90199,329347
0,47496,13,3,10,1,0,2,90201,116445
2,85365,2,4,7,12,0,1,90203,69013
0,11383,0,0,0,2,0,3,90206,46008
2,28858,0,0,0,1,0,0,90208,1239427
2,43981,10,0,0,8,0,0,90211,114329
0,80115,3,0,0,0,0,1,90235,1157549
2,24566,3,0,2,1,0,0,90237,1279083
2,125553,8,3,5,9,0,0,90239,207195
2,61683,5,1,0,12,0,1,90241,66040
0,58878,8,0,3,5,0,4,90243,58652
0,37239,1,0,0,7,0,4,90245,86907
0,76853,11,2,2,3,0,2,90247,499157
0,39254,115,36,21,12,7,27,90249,433035
2,72648,4,1,8,9,0,4,90252,71413
2,6182,4,0,3,7,1,1,90254,128170
0,42585,4,1,2,3,0,6,90256,1189259
2,337435,4,1,1,1,0,1,90258,91359
0,208309,4,0,2,1,0,1,90260,75454
0,147105,1,1,3,4,0,3,90262,301258
4,131098,0,1,3,2,0,1,90264,207653
1,67273,1,1,1,0,1,0,90266,1753549
0,73262,3,3,1,9,1,3,90268,1643222
0,9345,12,1,7,14,0,3,90270,482957
0,61267,7,2,6,3,0,2,90279,400868
0,60981,4,2,2,6,1,3,90281,1646114
0,91391,6,2,1,0,0,1,90284,1365637
4,172004,7,2,1,4,0,2,90286,139735
0,162451,4,1,6,2,1,3,90288,796829
2,434973,0,0,0,1,0,0,90292,189102
0,440178,0,0,0,0,0,1,90303,69088
1,49452,5,1,1,2,1,0,90306,13626
2,126732,3,1,1,28,0,0,90308,1146295
0,35221,3,7,9,1,0,4,90310,1381505
0,109991,4,1,0,0,0,3,90312,51082
2,130650,9,0,4,3,0,0,90314,47099
2,131792,0,0,0,2,0,0,90319,1829648
0,30014,6,6,5,1,0,6,90321,42579
0,58732,2,1,4,2,0,4,90327,37563
2,133123,6,0,0,1,0,0,90339,3489
0,75803,11,0,2,0,0,2,90341,1908471
0,68817,113,15,17,45,9,22,90343,1068242
0,60935,2,2,13,6,3,10,90345,905372
4,53344,26,0,15,0,0,4,90350,1236472
2,59437,1,2,4,6,0,2,90353,1533013
2,70875,0,0,0,1,0,0,90355,1981703
0,76543,6,5,7,7,0,3,90357,1204340
0,75969,48,8,14,0,0,2,90359,1729211
0,71933,6,1,3,5,0,3,90364,89714
0,27999,2,2,6,3,0,1,90371,49405
0,50837,4,5,5,18,0,11,90374,1441326
1,71859,4,4,2,15,13,9,90376,1242460
0,69480,0,0,0,0,0,1,90378,1704619
0,43688,5,3,5,1,0,2,90380,25590
2,70009,2,3,4,1,0,1,90382,1738387
0,10005,4,2,13,6,2,4,90384,497329
0,79094,6,0,3,2,0,5,90397,61664
0,52451,1,3,11,16,1,14,90403,1509767
0,49530,4,7,15,13,6,10,90405,1637688
0,70925,2,3,4,10,5,1,90413,1438216
0,18916,0,1,3,0,0,3,90419,1182924
0,62728,4,4,13,23,1,8,90421,1233192
0,46724,1,5,11,2,0,1,90424,52997
0,45013,15,26,17,13,8,7,90426,1283887
0,44754,3,11,8,13,2,10,90428,466893
0,72113,2,2,2,5,2,10,90430,1692486
2,71677,5,3,7,31,2,11,90434,1436568
2,50839,1,4,8,11,4,13,90439,1615147
0,71821,5,1,0,9,0,1,90453,97942
0,37079,1,3,10,5,0,5,90458,51666
0,23807,6,0,6,18,0,5,90460,85125
4,52297,2,0,1,3,0,0,90462,783476
4,85766,0,0,1,2,0,1,90464,1084683
0,206052,4,1,8,1,0,2,90466,38816
4,72571,3,7,1,12,6,6,90469,1778304
4,72432,3,3,7,2,1,2,90471,1582248
1,71157,15,19,12,2,4,5,90474,1661420
1,45156,0,5,7,0,2,1,90476,1440161
1,61730,1,3,3,2,2,0,90478,1372306
0,104449,1,3,4,0,0,1,90488,79710
0,113105,7,4,4,2,0,2,90493,77640
0,70500,5,1,5,7,0,5,90495,86141
2,139863,5,0,0,2,0,0,90497,2058583
1,3966,2,2,8,4,1,6,90514,38367
0,58233,12,7,13,0,0,3,90522,1634122
0,59965,6,9,19,30,2,16,90524,1600195
4,69310,19,4,24,2,0,0,90526,1699513
0,53487,0,5,6,6,2,5,90528,1440345
0,76025,6,5,2,9,4,5,90531,1723811
0,43845,1,1,1,0,0,1,90533,30424
2,92751,4,2,4,5,0,1,90535,74829
0,42696,8,1,0,6,1,3,90537,61912
0,138535,0,0,0,0,0,1,90543,156246
2,83354,2,2,6,1,0,2,90545,51114
4,12838,7,2,3,10,0,2,90547,486751
0,22819,0,1,5,0,0,2,90549,1037004
2,113137,0,2,5,2,0,0,90554,163559
0,94623,1,2,10,0,0,3,90556,66997
4,123334,1,0,0,2,0,1,90559,492494
2,46147,4,1,2,8,0,0,90561,1664892
2,57602,16,0,0,2,0,0,90564,1639901
2,86126,5,0,1,8,0,0,90566,291507
0,28687,1,2,1,4,0,3,90568,443678
4,140003,1,0,1,7,1,3,90570,86936
0,58069,1,0,3,0,0,1,90572,800341
2,72172,2,0,2,3,1,0,90574,1143148
0,63492,11,10,16,2,3,2,90576,770703
0,69668,3,9,8,65,4,16,90578,1462041
0,65992,4,0,0,0,0,1,90592,1715802
4,58511,3,0,0,3,0,0,90594,1185600
0,27642,0,2,7,0,1,6,90596,60877
0,47342,8,14,12,9,5,8,90598,91818
0,70670,7,2,8,30,0,6,90600,1614989
4,69735,4,6,13,3,2,6,90603,1672723
3,126015,0,0,0,0,0,0,90605,1552976
0,139467,3,1,2,5,1,3,90609,75730
3,344741,0,0,0,0,0,0,90617,105087
2,32909,7,1,2,7,0,1,90620,1308138
2,47273,19,3,1,12,1,0,90622,1409006
0,45610,21,5,7,18,2,15,90624,1586752
1,77801,2,14,3,4,6,3,90630,1784538
2,78309,1,1,2,2,0,0,90632,1488164
0,81315,3,0,1,0,0,1,90634,64570
0,61891,3,19,56,0,0,2,90645,1521197
0,46934,2,3,15,1,0,4,90649,1183911
2,62614,3,0,2,1,0,0,90651,1382722
0,82020,17,1,5,11,0,3,90653,97017
2,70196,4,0,5,13,0,1,90662,1653700
0,56122,1,3,4,4,0,2,90664,47313
0,18865,8,5,2,0,0,2,90666,475243
2,79031,3,2,3,3,0,0,90668,294279
0,72494,3,2,8,1,0,4,90671,75140
4,79401,0,2,6,1,0,8,90673,42513
0,69217,3,2,3,1,0,2,90683,313285
0,61121,2,1,2,5,1,2,90690,848577
2,28414,5,0,0,3,0,0,90693,193171
0,83147,6,2,6,0,0,4,90697,67003
4,18520,0,0,1,1,1,0,90700,799916
0,27012,4,1,1,0,0,2,90702,68306
0,42605,5,2,7,3,0,3,90704,64400
0,22396,13,4,9,9,0,7,90706,77327
0,59108,10,11,34,3,5,11,90717,471042
0,88794,0,10,9,0,3,10,90719,1616195
0,27769,1,1,5,0,0,4,90730,102960
0,73499,2,3,10,47,5,15,90738,1646980
0,14127,1,3,4,1,0,2,90741,473464
0,49411,0,2,5,2,0,7,90744,66540
0,17578,2,1,13,31,4,12,90746,983193
0,60387,1,1,4,0,0,2,90748,50805
0,74536,7,4,8,0,0,3,90751,1535612
2,52799,14,0,1,5,0,0,90753,1368491
2,40658,8,1,6,1,0,0,90769,1510934
3,39450,0,0,0,0,0,0,90777,892904
0,95448,4,1,6,7,0,5,90795,1781843
2,36261,13,1,5,2,0,2,90806,70684
1,65229,2,6,3,9,2,0,90809,1847731
1,25656,0,4,2,4,2,1,90811,1016307
0,64347,2,2,6,3,1,4,90813,110958
1,6360,5,4,4,7,4,2,90815,815092
0,38683,2,1,4,8,1,11,90817,36716
2,157924,1,0,0,1,0,0,90819,26605
0,47189,8,1,4,5,0,5,90821,63527
0,52472,7,0,3,0,0,2,90823,112454
2,125943,1,1,1,1,0,0,90825,304023
0,40592,4,1,2,10,0,2,90827,443231
0,149117,0,0,0,0,0,2,90843,983242
0,19034,0,0,1,1,0,2,90845,82357
2,199072,3,3,2,2,0,3,90849,53450
2,65044,1,1,1,2,0,1,90853,467506
0,75964,8,3,14,0,0,1,90863,1113829
0,44826,9,4,16,53,6,18,90866,970179
1,50875,3,5,8,0,1,0,90868,1562568
0,70578,3,5,6,15,4,9,90870,1674784
0,14673,9,9,3,1,0,2,90873,88044
2,36142,10,0,5,26,0,2,90876,1485698
0,109435,2,3,5,3,0,8,90878,22436
0,56489,0,0,0,0,0,1,90883,110335
2,263600,0,0,0,1,0,0,90886,1010005
0,37958,6,2,18,15,3,11,90888,1253864
0,71880,5,4,12,3,1,8,90890,810913
4,37736,1,0,1,2,0,2,90895,391483
2,185292,0,0,1,1,0,0,90897,65541
2,75311,22,0,14,1,0,0,90899,1325014
0,54421,3,2,2,0,0,2,90903,116962
0,28629,4,0,3,1,0,3,90907,10821
3,31222,11,0,0,5,0,0,90910,1530970
1,26738,0,4,10,10,7,11,90912,1234550
0,62630,8,5,5,40,2,8,90914,1270262
2,70586,5,3,12,11,1,8,90916,1748197
0,84427,2,7,0,0,0,2,90929,1660379
0,94336,8,3,4,0,0,2,90931,1718776
0,51994,3,3,7,5,2,3,90933,1700844
2,47099,0,0,0,3,0,0,90935,157124
0,121462,1,3,4,4,0,3,90937,311750
0,51248,3,1,2,0,0,3,90939,1712159
0,77365,4,0,1,1,0,4,90943,1972663
0,75233,5,3,1,8,0,7,90947,1736633
2,12428,0,0,0,1,0,0,90949,1284576
2,4790,7,2,3,6,0,1,90951,71890
2,17495,2,1,1,9,0,2,90953,758799
4,80607,0,1,2,2,0,8,90958,85390
0,61985,5,1,10,2,0,4,90960,27200
0,53328,1,0,0,2,1,7,90963,1787816
2,65831,1,0,1,2,0,0,90965,1667691
0,72875,16,3,4,5,1,2,91007,1637687
2,60422,2,6,2,5,0,0,91010,1719071
0,238616,0,4,10,0,0,1,91012,42247
0,55292,8,1,5,5,0,1,91014,1533749
2,40350,1,2,7,1,0,1,91026,67119
2,43252,1,6,19,7,0,3,91028,51016
0,114975,0,2,12,2,0,1,91031,48806
1,9364,4,3,2,2,1,1,91035,1181614
0,48014,4,9,12,6,1,7,91037,70078
2,59206,0,1,1,2,0,0,91044,1714861
0,11403,2,2,3,2,1,1,91046,1241329
2,47320,1,2,2,2,0,0,91048,1315350
2,125249,1,1,4,5,0,2,91054,35665
0,93560,5,0,7,0,0,3,91056,41162
2,4195,13,5,5,7,0,3,91065,56165
2,14726,6,3,6,2,0,0,91067,1149592
0,4809,2,5,3,3,1,10,91069,48130
0,181537,2,5,6,2,0,2,91071,39556
0,119564,2,1,7,1,0,6,91073,23225
0,35543,2,2,3,7,0,3,91075,37749
2,65057,5,4,8,7,1,6,91077,1033575
0,60420,3,4,3,3,0,4,91079,1758692
2,64328,14,10,23,1,0,2,91094,1204342
0,10109,8,0,2,6,0,3,91096,441263
0,50619,13,17,17,37,5,9,91104,1324999
0,65002,2,1,4,4,2,6,91106,82429
0,107327,1,1,8,9,1,6,91108,65720
0,64983,1,2,5,0,0,1,91110,74184
0,20859,9,2,4,6,0,4,91112,103843
0,57212,9,0,23,28,6,14,91126,1568911
2,23514,0,2,12,27,5,15,91128,376136
0,75900,1,6,9,1,4,6,91134,1655420
4,89086,23,1,21,5,1,5,91137,31973
0,31208,4,3,3,1,0,2,91140,1485762
0,131914,0,4,3,0,0,1,91154,141937
0,405280,6,6,6,1,0,2,91163,37086
2,202152,0,0,0,1,0,0,91167,1268224
0,50036,7,3,5,1,0,2,91169,1217426
0,296104,24,3,14,3,0,8,91179,32620
0,82397,3,3,8,4,0,3,91181,22335
2,25922,3,1,1,15,1,3,91189,984155
0,64124,4,0,1,0,0,2,91191,1235552
0,30784,1,2,13,1,0,1,91193,53740
0,24185,1,1,3,0,0,1,91195,433624
0,79120,3,0,2,0,0,3,91199,1714210
2,46770,0,0,0,1,0,0,91201,94076
0,22165,0,2,5,0,0,2,91204,973785
0,84473,2,2,0,2,0,2,91206,126004
0,83233,12,2,1,7,0,5,91208,83082
2,39693,12,2,6,3,0,0,91211,1602572
2,101124,0,0,0,11,0,0,91213,874421
0,61629,0,2,1,0,0,2,91216,1290082
4,178452,3,5,15,4,0,12,91218,25263
2,85677,2,10,6,5,0,9,91223,35751
2,21244,19,1,0,3,0,0,91227,233509
0,68634,3,0,1,0,0,1,91231,1471195
0,13060,0,0,0,0,0,2,91233,945571
2,76234,12,2,3,14,0,0,91235,1754141
2,70590,2,2,6,8,0,2,91241,1948150
2,38407,3,3,13,3,2,7,91243,1092634
0,125161,0,0,0,0,0,2,91246,1092285
2,94509,22,0,2,6,0,0,91248,1079450
2,20002,4,2,3,7,0,2,91250,1091229
0,221346,6,8,7,2,0,1,91253,28305
2,125700,6,0,0,5,1,0,91256,276951
0,38336,9,2,4,1,0,3,91261,1239426
0,15157,4,6,5,4,1,2,91266,1071358
2,173456,8,5,7,4,0,8,91268,28112
0,39463,1,3,6,7,4,2,91271,117973
0,30618,2,4,13,57,8,18,91273,1181795
0,35841,0,5,2,1,2,8,91284,93431
0,29879,5,2,3,0,0,1,91286,16029
0,74135,13,2,6,6,0,4,91288,1525836
0,53457,3,3,7,7,2,5,91290,1668200
2,17155,1,0,1,1,0,0,91298,831275
2,51409,3,3,4,12,3,3,91302,1496005
0,25834,6,3,4,7,1,6,91304,86610
2,47226,15,0,0,2,0,0,91306,308363
2,19305,5,0,0,5,0,2,91309,1314269
0,57431,13,9,9,23,7,8,91323,1366344
0,64685,3,7,11,1,0,3,91325,477302
0,172908,5,0,6,3,0,6,91331,46432
2,29932,11,0,5,28,0,3,91333,95276
4,28118,0,1,5,2,0,2,91335,1461418
2,45708,0,6,6,2,0,0,91337,1124388
0,26985,0,2,2,0,0,1,91339,405615
2,11625,1,0,2,10,0,2,91351,96842
0,9369,5,0,3,11,0,9,91353,109162
4,9642,7,2,6,6,0,4,91355,371552
2,91367,5,3,2,4,1,5,91360,1787797
0,79887,0,2,2,0,0,1,91362,35258
0,75622,3,7,11,8,4,10,91371,1640548
0,65759,6,5,15,8,0,14,91386,1402488
2,125769,5,2,7,2,0,0,91388,83560
0,91781,1,4,5,2,0,1,91391,79256
0,43444,1,1,1,5,0,12,91393,40092
0,66488,6,3,4,9,1,5,91395,65086
4,51052,15,11,22,17,2,13,91414,1430607
0,77635,1,2,4,3,0,6,91416,1911600
2,80555,1,2,3,1,0,1,91419,52395
2,80046,2,5,3,4,0,1,91421,59641
0,52661,7,2,10,41,0,31,91423,71089
0,25413,4,3,2,3,0,3,91425,37330
0,153102,1,2,6,6,0,6,91429,373653
0,182129,1,4,7,0,0,2,91442,63297
2,125506,0,1,1,1,0,0,91444,171340
2,85639,2,1,10,2,0,2,91446,48570
0,37721,10,1,3,0,0,2,91448,1119123
0,56601,4,3,11,8,0,6,91450,473102
0,57585,0,1,6,21,1,12,91461,1578882
2,91550,7,6,6,30,7,7,91470,1634136
0,62046,8,3,11,15,2,18,91474,1541160
0,70074,2,6,11,61,5,18,91483,1308729
0,76163,1,3,13,66,7,33,91485,1764651
4,13396,1,0,2,3,0,0,91488,84701
0,46020,2,3,4,0,1,2,91490,1619880
0,43546,8,7,8,6,1,8,91492,36628
0,111607,0,2,4,1,0,3,91494,17540
0,70160,17,15,16,37,8,16,91500,1392170
0,174593,13,2,5,2,0,3,91503,5529
0,59457,6,5,4,2,0,3,91505,1216520
0,38264,7,1,2,5,0,6,91509,1602500
2,112698,4,1,1,5,0,0,91511,195256
0,77381,7,1,1,7,0,5,91513,60543
0,87911,5,2,7,1,0,3,91515,28331
2,15736,4,0,0,4,0,1,91517,98486
0,49026,74,11,73,175,5,37,91529,1345836
0,83229,11,1,2,6,0,5,91531,92306
2,36662,3,0,1,1,0,0,91533,60482
0,49040,10,6,15,73,8,21,91535,1194173
2,1254,4,3,3,5,0,2,91537,485241
0,75345,3,5,6,12,2,10,91540,1691920
0,58574,6,5,14,21,3,10,91542,1515091
4,66150,3,1,0,7,1,4,91548,1687247
0,278822,0,5,3,2,0,1,91554,154467
0,54157,0,4,6,1,0,3,91556,348572
0,26824,0,0,0,1,0,2,91558,113077
2,73448,28,4,5,8,0,3,91560,1706596
0,56801,6,0,0,1,0,2,91562,6886
0,25653,4,0,3,6,0,4,91564,190882
2,104465,6,1,0,1,0,0,91566,208178
0,101173,2,4,8,42,3,10,91571,1372686
0,103597,1,3,6,12,2,4,91573,1742023
0,39287,1,2,7,2,0,9,91582,61024
0,22075,68,0,1,13,0,5,91586,295168
2,46741,3,0,1,4,0,0,91589,49783
0,42450,0,1,5,0,0,3,91591,71788
2,54900,1,0,0,2,0,0,91593,920460
0,61896,0,0,1,0,0,2,91595,1334555
4,83552,0,0,1,1,0,2,91597,1667905
2,125264,14,2,5,18,0,3,91599,43699
0,89456,7,0,1,1,0,4,91601,1666168
0,118204,4,0,1,1,0,2,91603,1865357
2,119425,2,3,2,2,0,0,91605,1294212
4,17775,1,3,3,9,5,5,91610,1113827
1,70955,0,3,1,1,2,0,91612,436091
0,20186,1,1,1,0,0,1,91615,872245
0,99642,1,1,2,1,0,2,91617,310313
0,123712,12,1,2,1,0,2,91619,82241
0,57157,3,10,5,27,5,9,91622,1625346
3,30245,5,0,0,1,1,1,91624,995857
2,70577,1,6,8,46,3,3,91626,1536410
0,62838,5,15,15,1,1,1,91628,1598822
0,56292,2,4,10,12,3,13,91630,1229238
3,262475,0,0,0,0,0,1,91634,231627
0,74465,1,6,8,1,0,2,91653,1389137
0,40693,2,2,7,0,0,3,91655,44370
0,65754,25,13,21,134,4,12,91658,1568346
0,71469,7,2,6,50,4,12,91660,1093357
4,45320,0,3,1,0,1,1,91664,1459052
2,16939,9,4,13,16,0,0,91666,42665
0,55301,0,4,7,9,0,4,91671,1615918
0,73873,3,7,6,2,4,2,91673,1602098
0,52274,10,3,3,5,1,4,91681,1512685
4,378477,0,0,0,9,0,0,91683,1709695
0,51995,0,3,5,1,2,3,91688,1251743
1,80038,1,7,5,31,8,8,91690,1720616
2,82203,3,3,8,6,0,6,91692,48119
0,63207,4,4,7,9,1,4,91694,1634121
2,25688,1,3,7,2,0,6,91697,40695
1,79777,8,0,3,5,5,9,91707,1714209
2,84505,1,3,7,3,0,3,91709,23101
0,25915,2,4,8,4,2,9,91711,41871
0,111100,16,5,14,4,0,2,91713,29940
2,85942,1,2,2,2,1,0,91715,64679
0,58192,4,5,6,4,0,6,91718,22725
0,52359,1,1,6,3,0,4,91727,29675
0,75315,19,1,34,0,0,4,91729,34269
0,2349,19,4,4,0,2,5,91741,366416
2,46641,0,2,6,2,0,2,91743,1153053
2,92464,0,0,0,1,0,0,91745,1590295
2,24986,4,3,1,1,1,0,91749,1303833
0,56761,0,0,0,1,0,1,91755,1822382
0,24833,4,3,18,0,2,3,91757,1328875
4,53505,0,0,1,1,0,1,91762,1692928
0,45138,5,3,7,13,0,7,91766,65895
2,48153,1,3,8,8,0,6,91768,70083
0,36522,5,2,7,3,1,3,91770,47370
2,74518,2,2,4,11,0,3,91782,1683970
0,59006,0,6,7,0,0,2,91784,1682246
2,41066,1,2,2,1,0,0,91786,1488591
1,53100,1,3,2,0,2,0,91789,1656170
2,293114,6,0,0,4,0,2,91793,1646131
2,116537,2,1,1,2,0,0,91795,1346669
2,118955,2,6,10,5,0,9,91797,55841
0,72997,4,4,8,1,0,2,91799,23486
2,82698,4,2,1,6,0,3,91805,1954598
2,73939,0,3,1,3,0,0,91808,1233334
4,13247,2,2,7,2,0,4,91821,251282
0,50393,0,1,5,1,0,1,91823,1702433
4,71866,4,7,1,2,8,0,91826,1151410
0,72766,1,3,1,5,0,3,91829,1880418
0,76487,3,3,4,29,4,10,91831,1560985
2,74523,0,4,4,7,0,3,91834,1781781
0,76785,3,3,5,1,0,2,91840,1450330
0,77866,3,1,11,4,4,9,91842,1524137
2,14163,15,2,1,6,0,1,91844,871510
2,74878,4,3,4,1,0,0,91852,59491
2,72821,7,2,5,8,1,3,91854,17119
2,389854,0,0,0,1,0,0,91856,100308
2,43984,9,0,0,3,0,0,91858,64356
0,269963,0,0,0,0,0,1,91860,83318
2,148503,7,0,0,1,0,0,91862,140336
0,78461,2,3,5,2,0,1,91866,1781775
1,75301,2,2,6,3,3,4,91869,1787660
0,112655,1,1,3,0,0,1,91871,29044
0,63574,2,4,5,25,6,15,91873,1710396
2,37006,10,0,4,12,1,2,91880,410316
0,95538,9,1,1,6,0,4,91882,1424361
0,184795,3,3,6,5,0,6,91884,63569
0,62837,6,5,8,6,1,11,91886,1564349
4,63498,6,1,3,12,1,3,91888,1235830
1,71688,11,4,16,8,3,4,91890,1007029
0,39072,0,3,4,1,0,2,91894,1219828
0,15346,0,2,2,0,0,1,91896,882969
2,78182,2,1,1,7,0,1,91902,1925421
3,257608,0,0,0,0,0,0,91904,319685
2,81527,3,2,1,21,1,2,91906,1403047
2,53128,3,1,2,8,0,1,91908,1334328
0,65233,6,2,8,2,0,3,91911,1711484
0,73066,3,0,4,0,0,3,91914,1787758
0,31309,1,1,6,0,0,3,91919,33727
2,148353,0,0,0,1,0,0,91921,290591
2,33684,3,1,2,2,0,0,91924,243859
0,35156,3,0,1,1,0,1,91927,1176727
0,72721,8,0,1,7,0,3,91929,1556190
2,162374,3,1,3,2,0,0,91933,1509842
0,72842,8,4,8,10,0,1,91935,1541149
0,79465,0,1,2,0,0,2,91937,1568337
2,79896,16,6,12,2,0,0,91947,1336006
0,57829,12,1,2,1,0,3,91952,1324055
0,42157,4,3,6,8,1,9,91954,81280
0,57353,13,3,8,2,0,1,91957,1446147
2,84420,12,0,0,2,0,0,91960,195039
4,47383,8,1,1,8,0,2,91970,1529252
0,38541,1,3,6,26,3,6,91972,1535616
4,52520,4,5,22,13,6,22,91974,1496025
0,75174,3,2,11,38,1,17,91976,1601913
2,49527,23,12,21,16,4,7,91978,1568338
0,55741,3,1,6,8,0,2,91981,1726738
2,68861,1,1,1,2,0,0,91983,1604115
2,84407,0,0,0,3,0,0,91987,1788461
2,124210,1,2,14,8,3,6,91991,80739
0,37038,8,2,5,1,0,2,91993,54614
0,72313,0,2,8,4,1,9,91995,47041
0,8368,1,3,3,8,3,4,91997,1031243
0,60938,1,4,6,3,0,5,92001,49856
4,145594,1,2,1,2,0,0,92004,380311
0,58194,3,2,5,0,0,2,92006,1550524
0,70435,4,1,9,2,2,11,92008,1506999
4,66118,2,1,4,3,0,2,92010,1821362
0,26283,5,3,9,6,0,12,92023,44825
0,260064,4,2,5,4,0,8,92025,44938
0,105548,9,5,6,5,3,7,92027,24539
0,110139,0,2,4,3,0,2,92029,53441
2,94741,0,2,13,5,1,7,92032,69989
0,31337,8,0,7,7,0,3,92046,780002
2,65760,5,4,11,8,4,4,92048,896872
2,74997,13,1,1,7,0,0,92058,1530509
2,75579,0,1,5,14,0,6,92062,118915
0,45971,23,8,18,1,1,5,92064,30996
2,60364,0,0,1,3,0,0,92079,207907
2,28632,9,2,5,3,0,0,92083,1156470
2,47648,8,1,6,3,0,0,92085,100963
0,15044,2,5,10,1,0,1,92094,995036
0,34179,10,1,6,4,0,2,92096,1442571
2,35250,6,2,3,1,0,0,92099,387357
0,32831,4,5,5,1,0,3,92102,62767
0,42990,0,7,13,0,0,1,92104,57069
0,65892,7,2,6,0,0,1,92106,1747924
0,78450,10,0,3,4,0,3,92118,91355
2,87408,6,1,0,7,0,0,92120,1926992
1,82321,1,1,1,0,2,0,92122,1695405
0,115150,0,0,0,0,0,2,92124,94745
2,96888,8,0,2,6,0,1,92126,1978447
2,102809,0,0,0,1,0,0,92128,1519635
2,86732,12,0,5,7,0,1,92130,67467
0,86081,5,1,2,1,0,4,92132,5960
0,123690,8,0,2,6,0,2,92134,290423
0,63230,5,2,2,4,1,6,92136,69027
2,62564,4,4,2,10,0,2,92152,1650407
2,77560,5,3,4,22,0,0,92154,1437357
0,56815,1,2,2,0,0,2,92156,1714886
2,25621,0,0,0,4,0,0,92159,303325
1,24870,3,4,4,0,6,0,92161,393956
0,25774,0,0,0,0,0,1,92163,1056422
4,58251,5,1,3,7,1,18,92165,1426362
0,125316,2,1,1,1,0,1,92167,147192
2,97394,4,1,2,3,0,0,92169,1263704
0,21613,8,0,1,1,0,2,92172,68629
0,40939,22,0,5,1,0,2,92174,77751
0,66436,1,4,5,7,0,5,92176,48133
2,32169,1,1,0,5,0,1,92178,1132593
2,70149,5,0,1,9,0,1,92180,1567130
3,57046,0,0,0,0,0,0,92182,465666
0,27230,6,4,6,11,0,3,92184,81793
0,58391,3,1,1,1,0,2,92186,1270769
0,86457,11,4,9,7,1,4,92188,22737
0,50357,3,1,7,51,10,13,92192,1772240
0,82269,3,0,1,0,0,2,92196,2043814
0,74998,10,5,20,27,6,12,92198,1214962
0,159615,0,3,4,1,0,3,92200,53298
1,54436,1,0,1,0,2,1,92204,48499
0,71670,24,14,12,5,2,9,92206,1255916
0,21864,1,1,3,1,0,3,92208,1331335
4,36865,4,4,2,21,0,0,92210,1572781
0,28512,0,0,5,7,11,16,92214,419358
0,93164,12,0,1,5,0,2,92224,70809
0,90770,5,2,3,4,1,5,92229,45294
0,71271,7,1,0,3,0,3,92231,8891
2,72431,2,1,13,74,5,9,92234,485985
1,73686,5,3,3,54,2,3,92236,1417075
0,43095,15,1,4,11,0,5,92240,52957
0,76758,5,0,3,43,1,1,92243,1410063
0,45176,0,0,0,0,0,1,92245,21375
0,70917,0,2,1,0,0,2,92250,1260587
0,72186,6,0,1,4,1,5,92252,1611180
0,42968,4,1,0,4,0,6,92255,371853
2,57190,0,1,3,1,0,0,92257,337744
4,77338,7,9,16,30,0,4,92259,1675434
1,73562,4,4,2,7,2,1,92262,1931470
1,54054,1,8,8,4,9,6,92264,1598828
0,35663,10,1,3,4,0,3,92266,53944
0,23340,4,1,1,0,0,1,92268,39743
4,96495,0,1,1,0,0,2,92270,1705969
2,35659,0,1,2,1,0,1,92272,87090
1,80591,2,6,8,3,5,4,92307,1536048
0,58428,1,5,2,8,2,5,92309,1594562
1,142118,3,0,1,2,1,0,92314,1672215
2,130900,1,5,8,1,1,4,92321,42779
0,19235,5,2,4,9,0,2,92325,1212408
2,78698,1,9,28,4,0,6,92335,1430615
0,85949,1,3,4,7,3,5,92341,1887703
2,122515,1,2,5,2,0,0,92343,76107
2,58704,2,1,1,8,0,0,92348,64714
4,101520,3,1,3,12,4,0,92352,1484114
4,70387,1,1,7,1,0,2,92354,66050
2,76142,0,1,5,1,0,0,92357,1626811
4,57809,7,5,3,2,0,7,92371,1782568
4,85317,5,1,4,4,1,4,92374,2124096
0,57343,2,2,4,0,0,1,92376,363129
0,43711,1,6,4,0,0,2,92378,1397265
0,76651,10,3,6,7,0,4,92380,27818
0,244115,12,0,3,0,0,1,92382,28558
0,52517,0,4,7,7,1,3,92389,24610
4,50698,2,1,9,11,2,3,92391,1703199
0,48492,1,2,3,1,0,1,92393,1123373
0,118911,8,5,10,0,0,4,92399,61796
0,56126,8,1,0,2,0,2,92408,138317
0,153845,0,0,0,0,0,2,92410,19225
2,409900,0,0,0,1,0,0,92412,1754398
0,38371,25,2,5,1,0,1,92416,312862
0,14224,5,0,1,1,0,1,92418,322120
0,76726,1,2,6,54,3,14,92420,1706593
2,65086,10,5,11,13,2,13,92422,1596365
0,148033,6,2,3,1,3,2,92424,106757
0,80125,5,4,7,18,1,2,92427,1802810
2,107056,0,0,0,7,0,0,92435,76796
