castFemalePercentage,crewFemalePercentage,budget,revenue,revenueRatio,vote_average,vote_count,runtime,releaseYear,releaseTimeOfYear,original_language,popularity
14.3,11.1,5000000,40266982.0,8.0533964,7.1,223.0,106.0,2004.0,0.2131,es,7.66414
20.0,36.4,30000000,140161792.0,4.6720597333,6.7,593.0,87.0,2004.0,0.8689,en,11.213712
24.0,21.6,155000000,167298192.0,1.0793431742,5.6,957.0,175.0,2004.0,0.888,en,13.498641
28.6,32.0,27000000,115505027.0,4.277963963,6.7,845.0,104.0,2004.0,0.9153,en,10.860952
18.2,19.2,110000000,362744280.0,3.2976752727,6.4,2169.0,125.0,2004.0,0.9372,en,11.869347
29.4,15.6,65000000,128905366.0,1.9831594769,5.7,1276.0,123.0,2004.0,0.9344,en,18.860681
0.0,0.0,900000,10000000.0,11.1111111111,6.1,22.0,72.0,1960.0,0.5492,en,2.738268
28.6,0.0,3000000,7100000.0,2.3666666667,6.7,25.0,91.0,1960.0,0.9617,en,2.395067
55.6,40.0,16000000,174318.0,0.010894875,5.6,12.0,97.0,2004.0,0.3907,en,1.054438
14.3,26.3,19885552,19724334.0,0.9918927068,6.5,128.0,109.0,1993.0,0.1918,en,6.118228
20.0,20.0,17311,137365.0,7.9351279533,4.8,11.0,59.0,1915.0,0.9479,en,0.680407
55.6,0.0,245000,22000000.0,89.7959183673,7.0,22.0,151.0,1925.0,0.8438,en,2.084627
25.0,50.0,200000,2200000.0,11.0,5.2,28.0,66.0,1933.0,0.1068,en,1.840758
33.3,0.0,243000,950000.0,3.9094650206,6.5,23.0,91.0,1935.0,0.3507,en,2.000496
18.5,5.9,2000000,9172000.0,4.586,6.5,8.0,119.0,1940.0,0.6612,en,1.52854
25.0,0.0,2627000,5363000.0,2.0414921964,6.0,8.0,120.0,1944.0,0.1639,en,0.662665
27.3,0.0,1243000,2841000.0,2.2855993564,6.1,39.0,106.0,1948.0,0.9153,en,3.803268
17.4,0.0,2500000,3000000.0,1.2,6.8,68.0,125.0,1948.0,0.2322,en,5.499979
50.0,16.7,3700000,2956000.0,0.7989189189,6.6,17.0,102.0,1948.0,0.4426,en,1.830178
16.7,0.0,3768785,8000000.0,2.1227000214,7.3,22.0,107.0,1950.0,0.3726,en,2.090588
64.7,18.2,3500000,12800000.0,3.6571428571,7.4,46.0,149.0,1959.0,0.4603,en,3.473993
40.0,0.0,15000,3274.0,0.2182666667,2.8,18.0,90.0,1962.0,0.4329,en,1.274228
0.0,0.0,19000000,13680000.0,0.72,6.5,68.0,178.0,1962.0,0.8521,en,5.857488
0.0,0.0,800000,921548.0,1.151935,7.8,167.0,121.0,1966.0,0.6849,it,11.322173
10.0,0.0,280379,364937.0,1.3015846408,6.1,54.0,90.0,1966.0,0.0219,en,8.913793
7.1,0.0,3800000,14873.0,0.0039139474,6.2,41.0,123.0,1965.0,0.263,en,3.055936
7.1,10.0,5800000,6800000.0,1.1724137931,7.2,74.0,133.0,1964.0,0.7213,en,4.412564
20.0,0.0,747000,44566.0,0.0596599732,7.3,41.0,107.0,1968.0,0.2213,fr,2.775402
36.4,6.7,2500000,3200000.0,1.28,7.1,97.0,92.0,1967.0,0.6603,en,5.352165
0.0,18.2,7000000,1000000.0,0.1428571429,7.1,78.0,113.0,1970.0,0.1068,en,6.258456
25.0,0.0,2500000,2000000.0,0.8,6.8,26.0,95.0,1975.0,0.6,en,3.875842
16.7,0.0,6500000,51079064.0,7.8583175385,6.8,101.0,114.0,1976.0,0.9208,en,8.254209
18.2,0.0,3400000,31063038.0,9.1361876471,6.5,86.0,94.0,1977.0,0.9808,en,5.101153
0.0,0.0,22000000,12000000.0,0.5454545455,7.5,104.0,121.0,1977.0,0.4767,en,13.966833
25.0,0.0,9000000,38200000.0,4.2444444444,6.7,26.0,103.0,1979.0,0.4521,en,3.336115
14.3,0.0,48740,955401.0,19.6019901518,5.7,7.0,81.0,1981.0,0.9808,sv,0.545722
10.0,14.3,22000000,42313354.0,1.9233342727,5.9,117.0,109.0,1983.0,0.0959,en,10.456371
31.2,20.0,10000000,2494480.0,0.249448,6.8,141.0,94.0,1983.0,0.8,en,8.20519
29.4,0.0,10000000,29450919.0,2.9450919,6.2,164.0,101.0,1983.0,0.4767,en,5.836054
37.5,14.3,9000000,6045657.0,0.6717396667,5.8,15.0,108.0,1984.0,0.224,en,10.941991
36.4,0.0,3400000,660537.0,0.1942755882,5.2,5.0,112.0,1985.0,0.7562,en,0.40319
18.2,0.0,5000000,502758.0,0.1005516,7.7,37.0,121.0,1985.0,0.3671,en,8.591834
33.3,20.0,15000000,12308521.0,0.8205680667,4.3,20.0,96.0,1986.0,0.5233,en,4.079853
13.3,8.3,25000000,1579260.0,0.0631704,5.1,12.0,94.0,1986.0,0.9014,en,1.278665
40.0,28.6,3000000,14182492.0,4.7274973333,6.6,192.0,101.0,1987.0,0.8082,en,8.587231
11.1,0.0,1300000,354704.0,0.2728492308,6.7,27.0,102.0,1988.0,0.1721,en,11.582419
72.7,0.0,6900000,18172849.0,2.6337462319,7.6,768.0,103.0,1989.0,0.5726,ja,12.220581
66.7,28.6,11000000,8266343.0,0.7514857273,6.4,289.0,85.0,1990.0,0.2575,en,8.290384
83.3,22.2,2500000,205068.0,0.0820272,5.7,65.0,85.0,1990.0,0.4137,en,5.097791
16.7,0.0,10000000,47410000.0,4.741,5.6,141.0,96.0,1990.0,0.1068,en,7.176601
18.8,7.1,40000000,9243140.0,0.2310785,5.5,20.0,144.0,1990.0,0.9425,en,10.10753
37.5,0.0,6000000,24078196.0,4.0130326667,5.9,179.0,105.0,1990.0,0.4301,en,4.619068
50.0,0.0,4000000,259012.0,0.064753,6.6,11.0,94.0,1991.0,0.1753,en,1.456755
62.5,0.0,17000000,4603929.0,0.2708193529,6.4,66.0,107.0,1991.0,0.5452,en,8.237799
49.2,15.8,13000000,3752426.0,0.2886481538,4.6,28.0,95.0,1991.0,0.0164,en,2.62835
41.7,0.0,14000000,39673161.0,2.8337972143,5.9,113.0,91.0,1991.0,0.2767,en,6.892056
10.5,0.0,17000000,4836637.0,0.2845080588,6.5,31.0,98.0,1992.0,0.6175,en,3.622179
22.2,31.2,8000000,6739141.0,0.842392625,5.7,171.0,95.0,1992.0,0.7459,en,5.970749
20.0,0.0,18000000,1528163.0,0.0848979444,5.0,4.0,96.0,1993.0,0.8959,en,0.768367
10.0,11.1,5000000,2970.0,0.000594,5.0,15.0,97.0,1993.0,0.863,en,1.155075
28.6,20.0,20000000,1531251.0,0.07656255,4.4,52.0,95.0,1999.0,0.2466,en,7.745765
45.5,8.3,5200000,13000000.0,2.5,6.7,29.0,163.0,1998.0,0.6384,hi,1.891138
63.6,0.0,1530000,15306000.0,10.0039215686,7.5,93.0,185.0,1998.0,0.789,hi,6.441119
55.6,0.0,12000000,19271312.0,1.6059426667,6.9,208.0,129.0,2004.0,0.3825,zh,7.157169
28.6,0.0,25697387,3849941.0,0.1498183843,5.9,120.0,87.0,2001.0,0.0466,cn,3.136813
44.4,0.0,2079000,4099000.0,1.9716209716,7.1,71.0,183.0,2001.0,0.5589,en,4.558793
20.0,0.0,4000000,1954937.0,0.48873425,7.3,302.0,121.0,2002.0,0.2384,ko,6.314697
25.0,13.6,80000000,5989640.0,0.0748705,4.8,111.0,110.0,2005.0,0.3671,en,4.980191
35.3,26.5,140000000,209073645.0,1.4933831786,6.7,1521.0,108.0,2004.0,0.9563,en,12.817945
20.0,40.0,12000000,163536.0,0.013628,7.1,7.0,103.0,2004.0,0.3388,en,1.14196
100.0,0.0,5000000,7338987.0,1.4677974,7.5,95.0,129.0,2002.0,0.8356,ja,4.281103
25.0,37.5,8256269,460978.0,0.0558336944,6.3,49.0,97.0,2003.0,0.7534,en,7.474007
11.1,0.0,3000000,14980005.0,4.993335,8.0,2000.0,120.0,2003.0,0.0,ko,10.616859
35.0,26.7,29000000,21126225.0,0.7284905172,6.8,459.0,103.0,2005.0,0.1699,en,12.092096
40.0,6.7,12806000,38535221.0,3.0091535999,7.2,224.0,125.0,2004.0,0.6721,es,14.69768
84.6,26.7,80000000,55041367.0,0.6880170875,5.8,375.0,130.0,2004.0,0.959,en,11.202764
10.5,32.6,80000000,162944923.0,2.0368115375,6.2,400.0,128.0,2005.0,0.2658,en,12.047671
25.0,22.2,130000,54667954.0,420.5227230769,5.3,320.0,79.0,2004.0,0.5956,en,10.652818
11.1,37.5,6500000,11850214.0,1.8231098462,7.0,565.0,105.0,2004.0,0.7459,en,9.642214
8.3,11.1,45000000,21009180.0,0.4668706667,5.7,282.0,113.0,2004.0,0.959,en,15.434731
14.3,55.6,500000,603943.0,1.207886,6.9,110.0,90.0,2004.0,0.0383,en,12.428269
64.3,29.4,50000000,161451538.0,3.22903076,5.5,646.0,110.0,2005.0,0.2055,en,16.15818
25.0,14.3,10000000,4069090.0,0.406909,8.2,12.0,125.0,2003.0,0.6932,en,1.551648
0.0,0.0,700000,1600000.0,2.2857142857,6.0,18.0,110.0,2003.0,0.5836,ru,1.400186
45.5,0.0,8000000,365134.0,0.04564175,5.1,29.0,138.0,2004.0,0.5765,en,5.126696
0.0,0.0,2600000,3166000.0,1.2176923077,7.6,23.0,105.0,2004.0,0.5191,en,2.203949
10.0,27.8,8700000,7659918.0,0.8804503448,6.8,540.0,100.0,2006.0,0.3945,en,11.643026
37.5,0.0,6000000,1530216.0,0.255036,5.7,74.0,141.0,2004.0,0.3115,ja,4.664474
25.0,13.3,30000000,216763646.0,7.2254548667,7.7,2519.0,132.0,2004.0,0.9536,en,14.471373
14.3,35.0,17500000,38000000.0,2.1714285714,7.5,805.0,121.0,2004.0,0.694,en,10.262332
39.1,24.1,150000000,474968763.0,3.16645842,6.7,3759.0,115.0,2005.0,0.5288,en,22.038405
15.4,13.3,50000000,34808403.0,0.69616806,7.1,781.0,119.0,2004.0,0.9399,en,6.936677
31.7,28.9,116000000,102000000.0,0.8793103448,7.0,1526.0,170.0,2004.0,0.959,en,9.86738
44.4,15.4,70000000,154648887.0,2.2092698143,7.0,448.0,143.0,2004.0,0.9344,en,7.682562
33.3,28.1,80000000,516642939.0,6.4580367375,6.1,1412.0,115.0,2004.0,0.9727,en,11.876386
50.0,11.1,10000000,91196419.0,9.1196419,5.6,267.0,101.0,2005.0,0.0164,en,6.143324
45.5,25.0,1500000,2044892.0,1.3632613333,6.3,29.0,90.0,1983.0,0.8411,en,8.923953
33.3,0.0,3950000,8000000.0,2.0253164557,6.1,19.0,127.0,1930.0,0.8712,en,5.276546
46.7,25.0,30,4.0,0.1333333333,4.7,11.0,100.0,1992.0,0.541,en,0.83333
9.8,0.0,1400000,16361885.0,11.6870607143,7.1,47.0,134.0,1941.0,0.4986,en,3.336494
25.0,0.0,1200000,9000000.0,7.5,6.4,42.0,80.0,1977.0,0.1068,en,2.914738
40.0,0.0,10000000,1461989.0,0.1461989,6.8,116.0,101.0,2004.0,0.2923,ja,8.278525
23.5,12.9,43000000,56681566.0,1.3181759535,4.9,590.0,97.0,2005.0,0.0329,en,13.802674
22.2,0.0,30000000,93772522.0,3.1257507333,5.1,127.0,102.0,2005.0,0.0137,en,4.817052
40.0,35.7,30000000,76669806.0,2.5556602,7.3,510.0,136.0,2005.0,0.0356,en,11.093737
20.0,0.0,6000000,161000000.0,26.8333333333,5.7,22.0,139.0,1976.0,0.9563,en,2.447359
13.3,12.5,6000000,869325.0,0.1448875,4.6,17.0,107.0,1991.0,0.4329,en,4.038283
17.6,0.0,26000000,8009329.0,0.3080511154,5.6,89.0,89.0,1994.0,0.1699,en,14.362544
21.6,8.3,18339750,92180910.0,5.0262904347,7.7,1059.0,156.0,2004.0,0.6858,de,7.69224
15.0,23.1,30000000,35294470.0,1.1764823333,6.0,318.0,109.0,2005.0,0.0493,en,11.552956
18.2,7.7,32000000,97918663.0,3.0599582188,5.2,227.0,95.0,2005.0,0.0521,en,9.756822
25.9,0.0,20000000,10442808.0,0.5221404,3.1,174.0,96.0,2005.0,0.074,en,5.871243
55.6,26.7,25000000,122644820.0,4.9057928,6.1,455.0,101.0,2005.0,0.0712,en,6.102059
54.5,16.7,20000000,67192859.0,3.35964295,4.6,194.0,89.0,2005.0,0.0932,en,9.704289
50.0,62.5,15000000,47175038.0,3.1450025333,6.2,238.0,88.0,2005.0,0.0932,en,5.615303
33.3,27.3,3500000,2341309.0,0.6689454286,3.9,65.0,89.0,1994.0,0.8411,en,5.190767
37.5,0.0,24000000,234710455.0,9.7796022917,8.2,2049.0,119.0,2004.0,0.8825,ja,16.136048
35.7,0.0,70000000,368100420.0,5.2585774286,6.3,1721.0,118.0,2005.0,0.1096,en,13.35076
0.0,9.1,2000000,653621.0,0.3268105,6.8,31.0,92.0,2005.0,0.1123,en,3.21768
31.2,21.7,100000000,230884728.0,2.30884728,6.6,1837.0,121.0,2005.0,0.1041,en,9.615691
20.0,14.3,4200000,32000000.0,7.619047619,6.3,212.0,114.0,2004.0,0.4863,ru,8.803869
35.3,26.7,3000000,11500000.0,3.8333333333,6.1,32.0,128.0,1949.0,0.9699,en,2.528638
25.0,11.1,20000000,100914445.0,5.04572225,7.2,841.0,99.0,2004.0,0.1093,cn,8.636632
42.9,26.7,35000000,19294901.0,0.5512828857,5.1,168.0,97.0,2005.0,0.1507,en,8.949722
61.0,7.7,56000000,113006880.0,2.01798,5.8,865.0,95.0,2005.0,0.1699,en,7.81645
32.1,18.8,53000000,95226116.0,1.7967191698,5.4,296.0,118.0,2005.0,0.1699,en,13.314233
38.5,15.4,52000000,77944725.0,1.4989370192,6.2,519.0,113.0,2005.0,0.1863,en,9.686638
23.5,0.0,75000000,260696994.0,3.47595992,6.0,1383.0,91.0,2005.0,0.1863,en,12.949715
33.3,0.0,13000000,6582052.0,0.5063116923,6.2,24.0,71.0,1993.0,0.4603,en,3.14419
9.1,0.0,7000000,11000000.0,1.5714285714,5.8,34.0,142.0,1968.0,0.5055,en,9.391981
57.1,20.0,35000000,68915888.0,1.9690253714,5.5,230.0,105.0,2005.0,0.2274,en,6.71898
80.0,0.0,3000000,6804016.0,2.2680053333,5.0,3.0,94.0,2004.0,0.7459,en,0.129004
14.3,22.2,5800000,257043.0,0.0443177586,6.4,16.0,94.0,1987.0,0.9233,en,1.799311
50.0,100.0,1500000,712294.0,0.4748626667,6.5,43.0,111.0,2005.0,0.2274,en,4.173231
27.9,29.3,40000000,158733820.0,3.9683455,7.2,2755.0,124.0,2005.0,0.2466,en,15.010525
75.0,66.7,25000000,36351350.0,1.454054,5.4,118.0,105.0,2005.0,0.4164,en,6.795949
13.3,21.9,130000000,119269486.0,0.9174575846,5.7,440.0,124.0,2005.0,0.2603,en,8.946243
42.9,30.4,30000000,50451307.0,1.6817102333,5.9,186.0,103.0,2005.0,0.2603,en,6.734065
33.3,30.0,28000000,21435321.0,0.7655471786,4.9,33.0,111.0,1984.0,0.4727,en,5.415639
23.1,16.7,15000000,34562222.0,2.3041481333,5.8,13.0,189.0,1966.0,0.7726,en,3.210693
27.8,10.0,2995000,2000000.0,0.6677796327,5.5,2.0,154.0,1944.0,0.582,en,0.773081
15.8,16.7,50000000,104478416.0,2.08956832,6.6,1340.0,109.0,2005.0,0.0384,en,13.257255
37.5,5.3,19000000,108047131.0,5.6866911053,6.0,606.0,90.0,2005.0,0.2849,en,13.088552
20.0,16.7,4500000,3764219.0,0.8364931111,7.3,74.0,117.0,2004.0,0.5055,de,5.69684
12.5,0.0,9200000,9346177.0,1.0158888043,6.0,38.0,114.0,1979.0,0.5096,en,7.085212
64.3,33.3,30000000,42886719.0,1.4295573,6.5,329.0,107.0,2005.0,0.3041,en,10.596719
16.7,31.0,60000000,71073932.0,1.1845655333,4.7,565.0,101.0,2005.0,0.3178,en,19.144611
18.8,30.8,130000000,211643158.0,1.6280242923,6.6,1187.0,144.0,2005.0,0.3342,en,16.296471
36.4,26.3,40000000,68766121.0,1.719153025,5.5,696.0,113.0,2005.0,0.326,en,7.163099
33.3,31.8,6500000,98410061.0,15.1400093846,7.2,1172.0,112.0,2004.0,0.0328,en,9.785147
19.0,14.3,1300000,5273000.0,4.0561538462,7.0,13.0,115.0,1936.0,0.4836,en,0.770164
23.1,15.4,45000000,50871113.0,1.1304691778,6.6,531.0,103.0,2005.0,0.0877,en,7.90583
16.1,18.2,113000000,850000000.0,7.5221238938,7.1,4200.0,140.0,2005.0,0.3726,en,13.165421
23.5,23.5,45000000,56070433.0,1.2460096222,5.6,179.0,95.0,2005.0,0.3616,en,9.875573
62.5,42.9,43000000,154749918.0,3.5988353023,5.6,413.0,101.0,2005.0,0.3616,en,6.328385
33.3,0.0,1000000,1574623.0,1.574623,5.1,103.0,66.0,2004.0,0.5383,en,18.847707
11.1,23.1,75000000,532680671.0,7.1024089467,6.6,3322.0,86.0,2005.0,0.3945,en,16.136217
36.4,7.7,2600000,2850263.0,1.096255,6.1,20.0,91.0,1993.0,0.7096,en,11.600224
12.5,11.1,30000000,251495.0,0.0083831667,4.8,77.0,117.0,2005.0,0.3808,en,7.892677
6.9,15.6,82000000,190320568.0,2.3209825366,6.2,804.0,113.0,2005.0,0.3781,en,7.349843
15.4,0.0,25000000,11838218.0,0.47352872,5.8,27.0,99.0,1997.0,0.7726,en,10.323838
15.9,31.8,88000000,108539911.0,1.2334080795,7.3,630.0,144.0,2005.0,0.4164,en,6.363884
67.6,60.0,25000000,39053061.0,1.56212244,6.3,396.0,119.0,2005.0,0.4137,en,9.263965
26.3,22.2,25000000,13411957.0,0.53647828,7.0,215.0,107.0,2005.0,0.4192,en,4.350049
58.3,5.9,110000000,478207520.0,4.3473410909,6.5,3048.0,120.0,2005.0,0.4301,en,15.724373
28.6,29.4,50000000,69425966.0,1.38851932,4.4,278.0,92.0,2005.0,0.4384,en,6.477862
25.0,0.0,2000000,120620.0,0.06031,7.1,53.0,90.0,2004.0,0.6967,en,2.812182
33.3,11.1,8250000,30000000.0,3.6363636364,7.0,64.0,171.0,1951.0,0.8521,en,11.840985
14.3,25.0,150000000,374218673.0,2.4947911533,7.5,7511.0,140.0,2005.0,0.4384,en,28.505341
26.7,27.3,50000000,66002004.0,1.32004008,5.1,559.0,101.0,2005.0,0.4712,en,9.35239
18.5,13.0,15000000,46770602.0,3.1180401333,6.0,395.0,93.0,2005.0,0.4767,en,9.478117
52.6,37.5,85000000,131426169.0,1.5461902235,4.8,463.0,102.0,2005.0,0.4685,en,9.276085
9.4,6.7,1920000,3360000.0,1.75,6.8,30.0,113.0,1956.0,0.5027,en,2.747776
42.9,0.0,2515000,24000000.0,9.5427435388,6.1,17.0,124.0,1978.0,0.3973,en,1.148295
28.0,24.3,132000000,591739379.0,4.4828740833,6.2,2397.0,116.0,2005.0,0.4877,en,19.929377
33.3,100.0,8000000,127392239.0,15.924029875,6.9,371.0,80.0,2005.0,0.0685,fr,9.435123
23.1,0.0,45000000,16809014.0,0.3735336444,5.2,96.0,103.0,2005.0,0.4959,en,4.373457
58.3,36.4,30000000,25473093.0,0.8491031,5.3,275.0,105.0,2005.0,0.4849,en,6.53565
26.3,14.7,100000000,330579719.0,3.30579719,5.5,3040.0,106.0,2005.0,0.4904,en,19.382082
50.0,19.0,40000000,285176741.0,7.129418525,6.4,1406.0,119.0,2005.0,0.5315,en,11.100597
40.0,0.0,13000000,23727301.0,1.825177,6.8,156.0,129.0,2005.0,0.4521,fr,6.361343
44.4,41.7,8000000,23563727.0,2.945465875,6.9,101.0,116.0,2005.0,0.5534,en,7.422267
11.1,15.4,1500000,5728953.0,3.819302,5.6,88.0,93.0,1990.0,0.7014,en,6.026159
35.5,24.0,126000000,162949164.0,1.2932473333,6.5,1813.0,136.0,2005.0,0.5479,en,11.443647
40.0,0.0,30000000,34252847.0,1.1417615667,5.7,73.0,113.0,2005.0,0.5534,en,4.469459
41.2,24.0,35000000,86369815.0,2.467709,5.8,568.0,100.0,2005.0,0.5726,en,8.061423
28.6,21.9,135000000,76932943.0,0.5698736519,4.9,341.0,121.0,2005.0,0.5699,en,13.89018
52.9,22.2,30000000,58405313.0,1.9468437667,5.8,142.0,98.0,2005.0,0.5507,en,9.378926
35.3,28.6,39000000,38869464.0,0.9966529231,7.4,1287.0,119.0,2005.0,0.6466,en,11.919995
61.1,50.0,10000000,45742101.0,4.5742101,6.8,359.0,105.0,2005.0,0.3726,en,6.589304
21.4,80.0,74050,176153.0,2.3788386226,5.7,38.0,98.0,2004.0,0.7049,en,2.789574
18.2,13.3,7500000,143000.0,0.0190666667,4.0,38.0,97.0,2005.0,0.3014,en,6.11959
27.8,29.4,50000000,110803676.0,2.21607352,5.1,321.0,104.0,2005.0,0.5918,en,9.039467
11.1,4.8,22000000,22400154.0,1.0181888182,4.6,232.0,83.0,2005.0,0.5945,en,5.341117
69.2,31.8,43000000,91974818.0,2.1389492558,6.4,588.0,104.0,2005.0,0.5726,en,10.947957
21.4,22.7,45000000,92374674.0,2.0527705333,6.7,617.0,109.0,2005.0,0.6082,en,6.84109
6.9,12.9,80000000,10166502.0,0.127081275,6.8,91.0,132.0,2005.0,0.611,en,14.987902
65.1,0.0,26000000,109449237.0,4.2095860385,6.2,2020.0,116.0,2005.0,0.6082,en,11.519662
55.6,52.6,26000000,57891803.0,2.2266078077,6.2,471.0,85.0,2005.0,0.589,en,6.336927
45.5,44.4,13200000,100000000.0,7.5757575758,9.1,661.0,190.0,1995.0,0.8,hi,34.457024
15.4,0.0,35000000,19478106.0,0.5565173143,5.2,239.0,76.0,2005.0,0.2274,en,11.836827
20.0,20.0,88000000,105316267.0,1.1967757614,5.6,847.0,118.0,2005.0,0.6493,en,15.66148
14.3,19.0,30000000,15007991.0,0.5002663667,5.2,204.0,97.0,2005.0,0.6466,en,8.077253
41.7,0.0,9000000,1046166.0,0.1162406667,4.5,13.0,97.0,2005.0,0.6493,en,1.494688
30.8,29.4,25000000,82466670.0,3.2986668,6.9,428.0,129.0,2005.0,0.663,en,11.556484
25.0,0.0,32000000,85167639.0,2.6614887188,6.2,1076.0,87.0,2005.0,0.5836,en,11.359659
46.2,31.8,58000000,102854431.0,1.7733522586,6.5,595.0,95.0,2005.0,0.7068,en,8.351773
36.4,33.3,20000000,7535331.0,0.37676655,6.2,182.0,100.0,2005.0,0.6767,en,7.983902
11.1,16.7,42000000,24127895.0,0.5744736905,7.0,1356.0,122.0,2005.0,0.7068,en,8.745216
38.5,25.0,1000000,10047674.0,10.047674,5.6,127.0,90.0,2005.0,0.7068,en,9.454335
0.0,14.3,7000000,2697930.0,0.3854185714,7.4,251.0,106.0,2005.0,0.7068,en,7.738924
9.1,0.0,60000000,55987321.0,0.9331220167,5.0,619.0,105.0,2005.0,0.8,en,11.953553
45.0,26.7,50000000,22944502.0,0.45889004,6.0,450.0,127.0,2005.0,0.7233,en,6.394143
37.0,50.0,3000000,18637690.0,6.2125633333,6.2,241.0,94.0,2005.0,0.7644,en,5.054419
36.0,26.7,62000000,52304001.0,0.8436129194,5.4,717.0,93.0,2005.0,0.9123,en,12.201912
46.2,38.5,30000000,18618284.0,0.6206094667,6.7,165.0,108.0,2005.0,0.6877,en,7.761954
41.2,25.0,19000000,144216468.0,7.5903404211,6.3,675.0,122.0,2005.0,0.6877,en,10.966015
53.3,33.3,55000000,223387299.0,4.0615872545,6.1,796.0,98.0,2005.0,0.7233,en,12.419851
27.3,33.3,40000000,117195061.0,2.929876525,7.2,1957.0,77.0,2005.0,0.6877,en,12.920032
15.4,22.2,32000000,60740827.0,1.8981508438,6.9,850.0,96.0,2005.0,0.726,en,11.119707
18.2,25.0,50000000,42093706.0,0.84187412,6.7,283.0,130.0,2005.0,0.726,en,12.369935
16.7,0.0,25000000,15431177.0,0.61724708,6.9,112.0,120.0,2005.0,0.7452,en,6.969342
25.0,38.5,7000000,49084830.0,7.0121185714,6.9,394.0,114.0,2005.0,0.7452,en,6.01272
22.2,0.0,50000000,44434439.0,0.88868878,5.8,466.0,110.0,2005.0,0.7452,en,10.022102
33.3,0.0,4000000,866999.0,0.21674975,6.6,107.0,101.0,2005.0,0.0658,en,5.354783
21.4,18.8,30000000,192452832.0,6.4150944,6.8,660.0,85.0,2005.0,0.674,en,11.766244
64.7,27.3,15000000,15785148.0,1.0523432,7.2,900.0,103.0,2005.0,0.6767,en,11.76054
26.7,13.3,30000000,27610873.0,0.9203624333,6.6,244.0,118.0,2005.0,0.4274,en,9.783762
9.1,10.0,2700000,3500000.0,1.2962962963,5.9,109.0,93.0,1986.0,0.8877,en,7.657918
20.0,11.1,17000000,10000000.0,0.5882352941,6.5,38.0,154.0,1963.0,0.3425,en,2.972529
46.7,35.3,1500000,11098131.0,7.398754,6.9,229.0,81.0,2005.0,0.7589,en,10.952762
26.3,21.1,35000000,30526509.0,0.8721859714,5.9,156.0,122.0,2005.0,0.7644,en,9.003792
54.5,58.8,14000000,178043761.0,12.7174115,7.5,1531.0,134.0,2005.0,0.6685,en,11.787044
40.0,20.0,57000000,52034889.0,0.9128927895,6.1,335.0,123.0,2005.0,0.7616,en,11.82081
52.9,33.3,35000000,25224242.0,0.7206926286,6.9,127.0,126.0,2005.0,0.1151,en,8.781298
21.1,26.7,7000000,54600000.0,7.8,6.8,274.0,93.0,2005.0,0.7068,en,7.523098
9.1,17.6,2000000,5048693.0,2.5243465,7.1,221.0,104.0,2005.0,0.7616,en,9.387212
40.0,31.2,18000000,46201432.0,2.5667462222,3.8,191.0,100.0,2005.0,0.7836,en,9.929809
60.0,18.2,10284523,11588205.0,1.1267615426,5.7,80.0,104.0,2005.0,0.8027,en,4.349046
50.0,0.0,50000000,8342132.0,0.16684264,6.5,346.0,99.0,2005.0,0.7288,en,6.572049
23.1,17.6,75000000,142400065.0,1.8986675333,5.9,909.0,129.0,2005.0,0.811,en,8.940007
33.3,35.7,20000000,12482775.0,0.62413875,6.0,292.0,101.0,2005.0,0.8,en,8.345866
36.4,15.8,4000000,152925093.0,38.23127325,6.3,1288.0,92.0,2005.0,0.8219,en,15.399863
37.5,0.0,24000000,11875866.0,0.49482775,5.5,57.0,128.0,2005.0,0.2986,fr,9.255441
30.0,44.4,14200000,674918.0,0.0475294366,6.9,81.0,139.0,2005.0,0.3699,da,4.568999
10.0,7.7,17000000,8720000.0,0.5129411765,5.0,27.0,91.0,1977.0,0.6904,en,2.217704
6.2,0.0,72000000,96889998.0,1.3456944167,6.6,776.0,125.0,2005.0,0.8411,en,9.997032
11.1,5.9,150000000,314432665.0,2.0962177667,5.6,974.0,81.0,2005.0,0.8411,en,18.584609
9.1,35.7,22000000,17709155.0,0.8049615909,7.2,216.0,116.0,2005.0,0.8548,fr,7.846226
20.0,10.5,40000000,46442528.0,1.1610632,6.3,188.0,117.0,2005.0,0.8548,en,9.820229
12.0,38.9,50000000,94000000.0,1.88,6.3,455.0,128.0,2005.0,0.8932,en,5.768575
37.5,23.1,22000000,57479076.0,2.6126852727,6.1,322.0,108.0,2005.0,0.8603,en,10.600475
61.1,45.5,28000000,121147947.0,4.3267123929,7.8,1406.0,135.0,2005.0,0.7068,en,14.439083
40.0,14.3,1000000,27762648.0,27.762648,6.1,288.0,99.0,2005.0,0.0,en,7.483385
27.3,33.3,150000000,895921036.0,5.9728069067,7.5,5758.0,157.0,2005.0,0.8438,en,24.903058
37.9,40.7,28000000,186438883.0,6.6585315357,7.3,732.0,136.0,2005.0,0.6986,en,11.476443
38.5,26.7,40000000,31670620.0,0.7917655,6.7,159.0,135.0,2005.0,0.8932,en,9.530278
9.1,18.8,65000000,64321501.0,0.9895615538,6.1,808.0,101.0,2005.0,0.8466,en,10.695639
60.0,0.0,14000000,6856989.0,0.4897849286,5.2,26.0,104.0,2005.0,0.6712,en,2.308846
36.8,0.0,45000000,72028752.0,1.6006389333,5.7,233.0,90.0,2005.0,0.8932,en,10.238422
