castFemalePercentage,crewFemalePercentage,budget,revenue,revenueRatio,vote_average,vote_count,runtime,releaseYear,releaseTimeOfYear,original_language,popularity
40.0,26.3,12000000,17654912.0,1.4712426667,7.4,648.0,115.0,2013,0.7205,en,11.160699
36.4,0.0,0,0.0,-1,5.2,45.0,85.0,2010,0.8301,en,1.947114
0.0,0.0,0,0.0,-1,5.5,25.0,105.0,1988,0.112,nl,1.965789
71.4,66.7,0,25288872.0,-1,6.6,351.0,93.0,2013,0.7123,en,6.782909
78.4,50.0,6000000,0.0,-1,5.9,1708.0,90.0,2013,0.5644,en,10.948605
50.0,0.0,0,0.0,-1,5.8,8.0,93.0,2013,0.3342,en,0.017563
29.4,-1,20000000,0.0,-1,5.3,69.0,83.0,2012,0.4262,en,8.825276
18.2,0.0,0,0.0,-1,6.7,9.0,94.0,1949,0.4411,en,0.842243
-1,-1,0,0.0,-1,7.0,12.0,102.0,2008,0.0,en,1.302925
-1,-1,0,0.0,-1,0.0,0.0,70.0,2006,0.7836,en,0.005247
0.0,0.0,0,0.0,-1,4.6,9.0,83.0,1982,0.1616,en,1.467206
50.0,0.0,0,0.0,-1,5.9,12.0,97.0,2008,0.8224,en,1.701395
33.3,0.0,0,0.0,-1,4.0,1.0,103.0,2008,0.7131,en,1.277157
-1,-1,0,0.0,-1,5.3,3.0,93.0,2012,0.7213,et,0.132186
-1,-1,0,0.0,-1,0.0,0.0,85.0,,,en,0.000127
33.3,25.0,0,0.0,-1,6.0,199.0,131.0,2013,0.3096,fr,8.23984
0.0,0.0,18000000,7972967.0,0.4429426111,6.7,86.0,93.0,2013,0.7315,en,5.229975
0.0,0.0,0,0.0,-1,8.3,27.0,235.0,2002,0.2055,en,0.998672
40.0,0.0,0,0.0,-1,5.2,10.0,88.0,1983,0.4164,it,8.261176
50.0,0.0,0,0.0,-1,5.8,65.0,98.0,2013,0.526,en,10.82388
-1,-1,0,0.0,-1,7.7,13.0,0.0,2013,0.7342,nl,0.77019
-1,0.0,0,0.0,-1,2.5,2.0,78.0,2012,0.7705,en,0.158211
20.0,50.0,0,0.0,-1,6.9,18.0,85.0,2010,0.7863,en,0.943453
16.7,0.0,0,0.0,-1,7.0,1.0,91.0,1987,0.3534,de,0.079589
62.5,-1,5000000,0.0,-1,4.4,23.0,107.0,2012,0.9672,en,1.940777
33.3,0.0,0,0.0,-1,2.0,2.0,63.0,1945,0.0493,en,0.178753
41.7,0.0,0,0.0,-1,0.0,0.0,90.0,1948,0.7869,en,0.589427
50.0,-1,0,0.0,-1,5.7,6.0,93.0,2013,0.1781,en,0.942526
25.0,-1,0,0.0,-1,7.2,14.0,120.0,2012,0.4344,hi,1.469867
0.0,0.0,0,0.0,-1,3.7,32.0,90.0,2009,0.3096,en,3.861409
50.0,-1,0,0.0,-1,6.4,5.0,0.0,2010,0.7096,pl,0.26527
-1,-1,0,0.0,-1,5.3,2.0,90.0,2009,0.9945,en,0.089775
11.1,-1,0,0.0,-1,6.6,36.0,106.0,2012,0.6885,en,2.05703
25.0,0.0,0,0.0,-1,5.0,1.0,129.0,1978,0.0466,ml,0.043701
71.4,25.0,0,0.0,-1,4.2,5.0,92.0,1997,0.1808,en,0.473282
40.0,0.0,0,14225876.0,-1,4.6,22.0,104.0,1991,0.4877,en,2.201123
20.0,0.0,0,0.0,-1,3.9,16.0,101.0,1992,0.082,en,1.614913
33.3,-1,0,0.0,-1,5.5,2.0,138.0,2011,0.0356,te,0.373199
40.0,0.0,0,0.0,-1,0.0,0.0,62.0,1952,0.4098,en,0.019403
60.0,0.0,0,0.0,-1,4.5,3.0,97.0,2006,0.0329,sv,0.49983
26.7,18.2,0,19613.0,-1,5.8,97.0,85.0,2013,0.6548,en,14.013119
100.0,-1,0,0.0,-1,6.5,2.0,0.0,2011,0.7781,en,0.077663
14.3,25.0,0,0.0,-1,6.0,1.0,95.0,1972,0.5437,en,0.130634
-1,-1,0,0.0,-1,4.5,2.0,17.0,1981,0.0,fa,0.088427
33.3,-1,0,0.0,-1,5.8,6.0,104.0,2006,0.9534,en,1.235224
25.0,20.0,0,0.0,-1,8.0,94.0,127.0,2013,0.0603,ko,6.757725
33.3,0.0,7100000,18000000.0,2.5352112676,6.9,43.0,144.0,2013,0.1014,hi,2.78114
50.0,27.3,0,0.0,-1,6.2,32.0,121.0,2008,0.4481,en,2.060735
66.7,-1,0,0.0,-1,6.2,9.0,90.0,2012,0.4481,fr,1.392492
11.8,22.2,30000000,62616646.0,2.0872215333,5.5,547.0,91.0,2013,0.7288,en,8.864607
60.0,-1,0,0.0,-1,4.7,5.0,0.0,1999,0.5123,fr,0.201405
54.5,57.1,4300000,10165694.0,2.3641148837,7.2,1114.0,179.0,2013,0.7699,fr,4.938148
71.4,28.6,0,0.0,-1,6.6,43.0,111.0,2013,0.2384,en,2.557034
85.7,100.0,0,0.0,-1,6.3,7.0,100.0,2012,0.3251,en,1.128018
40.0,16.7,0,85154.0,-1,5.8,29.0,122.0,2012,0.6694,fr,2.491193
30.8,0.0,0,0.0,-1,7.6,5.0,111.0,1959,0.4767,en,0.4724
0.0,20.0,0,0.0,-1,6.1,28.0,94.0,2013,0.3534,en,1.706329
50.0,100.0,0,0.0,-1,6.6,38.0,90.0,2013,0.3781,es,2.358343
25.0,0.0,0,0.0,-1,0.0,0.0,100.0,2013,0.1973,es,0.0291
16.7,0.0,0,0.0,-1,4.0,1.0,92.0,1969,0.7671,en,1.224042
25.0,-1,0,0.0,-1,5.5,2.0,104.0,2013,0.1616,en,0.306484
50.0,18.2,5000000,0.0,-1,5.6,417.0,97.0,2013,0.7562,en,15.771245
50.0,0.0,0,0.0,-1,1.7,3.0,73.0,2000,0.6393,en,0.235143
50.0,-1,0,0.0,-1,4.2,13.0,90.0,1988,0.0,en,0.003553
0.0,-1,0,0.0,-1,5.9,10.0,97.0,2013,0.7562,en,1.656774
25.0,0.0,0,0.0,-1,6.1,8.0,102.0,1950,0.4959,en,1.063786
0.0,-1,0,0.0,-1,6.1,8.0,85.0,2011,0.2493,en,0.367626
25.0,14.3,3000000,0.0,-1,5.9,17.0,89.0,1984,0.2978,en,5.246475
0.0,0.0,0,0.0,-1,4.7,3.0,82.0,2005,0.3096,en,0.400375
0.0,-1,0,0.0,-1,5.0,6.0,0.0,2013,0.0603,fr,1.007559
33.3,66.7,0,0.0,-1,7.8,4.0,122.0,1980,0.735,de,0.002001
17.6,30.8,10000000,653651.0,0.0653651,5.8,128.0,94.0,2013,0.7507,en,6.71518
50.0,0.0,0,0.0,-1,7.3,11.0,105.0,2012,0.2787,en,2.110715
53.8,-1,0,0.0,-1,7.6,45.0,88.0,2013,0.0493,en,2.818452
-1,0.0,0,0.0,-1,0.0,0.0,100.0,1970,0.8658,fi,0.0
25.0,-1,0,0.0,-1,7.0,12.0,114.0,2010,0.5205,ja,0.956893
50.0,33.3,0,0.0,-1,4.8,6.0,0.0,2013,0.0849,en,0.267469
100.0,-1,0,0.0,-1,5.0,1.0,81.0,1968,0.2486,tr,0.074161
-1,-1,0,0.0,-1,8.0,1.0,86.0,1987,0.0,sq,1.250959
66.7,-1,0,0.0,-1,5.0,1.0,93.0,1964,0.4645,pt,0.382634
25.0,0.0,0,0.0,-1,4.7,6.0,83.0,1966,0.2685,en,0.29177
28.6,0.0,1052753,466088.0,0.4427325308,6.2,32.0,120.0,2013,0.389,en,2.934298
-1,-1,0,0.0,-1,4.0,3.0,80.0,2009,0.0,en,0.110642
50.0,0.0,3250000,0.0,-1,4.1,5.0,88.0,2010,0.2877,en,1.13577
63.6,0.0,0,0.0,-1,6.1,11.0,91.0,2007,0.7616,en,0.737691
21.6,0.0,2500000,0.0,-1,5.6,16.0,101.0,1972,0.0,en,4.042391
18.2,11.1,78000000,248384621.0,3.1844182179,6.4,936.0,95.0,2013,0.7342,en,14.412061
7.7,14.3,1100000,0.0,-1,5.5,13.0,102.0,2013,0.6767,en,2.477723
66.7,-1,0,0.0,-1,8.5,2.0,120.0,2011,0.0685,ar,0.155331
50.0,25.0,8510000,0.0,-1,6.7,58.0,149.0,2012,0.9126,hi,3.81691
100.0,16.7,0,0.0,-1,1.8,6.0,70.0,1971,0.0,en,0.011656
42.9,-1,0,0.0,-1,5.9,28.0,102.0,2011,0.0301,en,3.352027
66.7,0.0,0,0.0,-1,5.5,2.0,96.0,1985,0.2384,en,0.989969
31.6,9.1,3000000,0.0,-1,5.1,34.0,97.0,2005,0.8575,en,2.30794
60.0,-1,0,0.0,-1,5.9,10.0,90.0,2011,0.1918,en,0.398922
0.0,0.0,0,0.0,-1,6.1,5.0,41.0,2013,0.5507,en,0.389546
0.0,0.0,0,0.0,-1,5.0,1.0,100.0,1962,0.2164,ja,0.130231
100.0,0.0,0,0.0,-1,4.3,4.0,89.0,2008,0.3798,en,0.726935
11.1,16.7,55000000,95000000.0,1.7272727273,7.6,2495.0,134.0,2013,0.7726,en,13.776068
-1,-1,0,0.0,-1,0.0,0.0,55.0,1999,0.0,de,0.002758
40.0,0.0,0,0.0,-1,6.1,11.0,150.0,1978,0.9863,en,6.290962
46.2,37.5,0,0.0,-1,6.2,283.0,107.0,2013,0.5096,en,7.113372
42.9,0.0,0,0.0,-1,5.9,5.0,119.0,2013,0.3918,ja,0.782208
-1,-1,0,0.0,-1,7.5,1.0,52.0,1979,0.8274,en,0.003977
-1,-1,0,0.0,-1,10.0,1.0,56.0,2004,0.0,en,0.07933
50.0,10.0,0,0.0,-1,6.7,43.0,104.0,2012,0.1148,de,3.00007
18.2,0.0,0,0.0,-1,0.0,0.0,97.0,1972,0.8907,en,0.891776
-1,100.0,0,0.0,-1,6.8,11.0,89.0,2013,0.0493,en,1.231287
33.3,0.0,0,0.0,-1,5.2,20.0,73.0,1998,0.8767,en,4.602352
50.0,25.0,0,0.0,-1,6.0,1.0,89.0,2010,0.7616,en,0.132857
0.0,-1,0,0.0,-1,5.9,4.0,84.0,2012,0.1475,en,0.192786
50.0,40.0,0,0.0,-1,5.0,16.0,102.0,2010,0.8438,en,5.415284
66.7,100.0,0,0.0,-1,6.7,12.0,85.0,2012,0.5328,en,2.112566
50.0,0.0,0,0.0,-1,5.0,1.0,115.0,1955,0.8438,en,0.900521
25.0,0.0,0,0.0,-1,2.7,5.0,0.0,2009,0.1096,en,0.865505
40.0,0.0,0,0.0,-1,5.5,4.0,79.0,1954,0.3753,en,1.018412
28.6,0.0,0,16136.0,-1,5.9,9.0,98.0,2007,0.7589,en,1.282833
0.0,0.0,0,0.0,-1,4.8,6.0,92.0,2006,0.2685,en,0.949628
36.4,0.0,0,0.0,-1,3.7,33.0,90.0,2011,0.8247,en,2.438909
50.0,0.0,0,0.0,-1,3.8,6.0,93.0,1987,0.7507,en,1.329736
33.3,0.0,0,0.0,-1,2.3,3.0,84.0,1991,0.063,en,0.73673
42.1,15.8,12000000,15008161.0,1.2506800833,5.3,642.0,107.0,2013,0.6959,en,9.251084
0.0,-1,0,0.0,-1,4.0,1.0,80.0,2011,0.6932,en,0.042368
41.7,29.4,5000000,9114264.0,1.8228528,6.8,628.0,97.0,2013,0.726,en,14.970485
-1,-1,0,0.0,-1,6.0,1.0,93.0,1965,0.7479,en,0.036478
26.7,0.0,0,1162635.0,-1,6.6,175.0,118.0,2013,0.6959,en,4.494988
50.0,-1,15000000,3250000.0,0.2166666667,2.6,5.0,150.0,2008,0.7514,hi,0.758985
55.6,0.0,0,0.0,-1,7.7,6.0,63.0,1943,0.9589,en,0.795767
66.7,0.0,0,0.0,-1,6.6,46.0,100.0,2013,0.7534,en,2.279636
28.6,66.7,0,0.0,-1,3.8,6.0,98.0,2006,0.0,en,1.118792
42.9,0.0,0,0.0,-1,6.7,8.0,61.0,1945,0.4137,en,0.583353
16.7,25.0,0,0.0,-1,0.0,0.0,92.0,1992,0.9317,en,0.190428
58.3,20.0,8500000,22456509.0,2.6419422353,5.6,87.0,96.0,2013,0.737,en,5.590678
25.0,100.0,0,0.0,-1,6.1,18.0,86.0,2013,0.7753,en,2.02344
25.0,-1,0,0.0,-1,7.7,6.0,112.0,2008,0.3907,zh,0.252271
25.0,0.0,100000,95000.0,0.95,5.5,94.0,86.0,2012,0.3798,en,8.328705
15.0,22.2,50000000,122915111.0,2.45830222,6.7,1688.0,115.0,2013,0.7699,en,14.191611
55.6,0.0,0,0.0,-1,6.5,8.0,64.0,1944,0.1667,en,0.505014
40.0,0.0,0,0.0,-1,6.5,1.0,109.0,1991,0.9644,cn,0.714395
36.4,25.0,0,0.0,-1,5.3,45.0,88.0,2006,0.8055,en,2.159288
25.0,0.0,0,11384015.0,-1,6.1,87.0,95.0,2012,0.7104,fr,4.64874
33.3,0.0,0,0.0,-1,6.1,41.0,108.0,2013,0.411,pt,2.53363
0.0,-1,80000,0.0,-1,4.3,4.0,85.0,2012,0.5464,en,0.151112
50.0,66.7,0,21520719.0,-1,6.0,102.0,100.0,2010,0.3644,en,8.870325
100.0,-1,0,6086224.0,-1,8.1,7.0,123.0,2011,0.8986,en,1.391176
54.5,0.0,0,0.0,-1,6.4,14.0,120.0,1967,0.1425,fr,1.934197
33.3,-1,0,0.0,-1,4.5,1.0,102.0,2001,0.0685,en,0.393661
52.9,26.3,30000000,82394288.0,2.7464762667,5.8,1505.0,100.0,2013,0.789,en,18.399055
38.5,13.3,0,0.0,-1,7.3,4.0,130.0,1968,0.6366,en,1.287517
27.3,0.0,28000000,8555008.0,0.305536,5.7,368.0,128.0,2013,0.7753,en,10.850442
-1,0.0,0,0.0,-1,6.5,2.0,90.0,2013,0.8027,en,0.084083
0.0,-1,0,0.0,-1,5.5,25.0,84.0,2013,0.1808,en,1.217759
50.0,16.7,0,0.0,-1,4.3,7.0,92.0,1945,0.4027,en,1.110736
0.0,0.0,3400000,0.0,-1,6.3,13.0,99.0,2011,0.2055,da,1.030146
31.8,25.0,25000000,71009334.0,2.84037336,5.0,724.0,117.0,2013,0.8137,en,14.723646
66.7,0.0,0,0.0,-1,4.5,2.0,81.0,1992,0.0,en,0.408778
-1,-1,0,0.0,-1,4.8,7.0,79.0,1984,0.0055,en,0.788792
75.0,-1,0,0.0,-1,4.9,31.0,84.0,1976,0.8361,en,1.622125
0.0,100.0,0,0.0,-1,5.0,1.0,100.0,2010,0.0767,sr,0.168405
-1,0.0,0,0.0,-1,0.0,0.0,83.0,1993,0.3973,en,0.247068
27.3,0.0,0,0.0,-1,4.7,15.0,73.0,1958,0.6658,en,0.406202
-1,-1,0,0.0,-1,7.0,4.0,5.0,1910,0.1315,en,0.418844
50.0,50.0,0,7965.0,-1,6.5,45.0,100.0,2013,0.1205,en,3.316857
8.3,0.0,0,0.0,-1,7.0,2.0,67.0,1943,0.2466,en,1.345679
44.4,50.0,0,0.0,-1,4.4,13.0,105.0,1997,0.4438,en,1.72106
22.2,0.0,0,0.0,-1,0.0,0.0,73.0,1941,0.1973,en,0.0025
16.7,-1,0,0.0,-1,6.7,55.0,77.0,2013,0.9479,en,10.068759
66.7,0.0,650,0.0,-1,4.8,88.0,90.0,2013,0.7753,en,4.318643
11.1,0.0,0,0.0,-1,5.8,9.0,93.0,1965,0.6,ja,1.469081
-1,-1,0,0.0,-1,4.2,5.0,90.0,2009,0.4219,nl,0.452745
20.0,-1,8300000,0.0,-1,5.6,24.0,105.0,2000,0.8388,ja,2.073747
0.0,0.0,760000,0.0,-1,5.6,26.0,78.0,1973,0.2055,ja,2.298163
0.0,-1,0,0.0,-1,6.6,10.0,96.0,2010,0.7014,en,0.986401
71.4,0.0,0,0.0,-1,5.8,13.0,100.0,2001,0.0,en,1.126743
23.1,0.0,0,0.0,-1,5.9,7.0,82.0,1955,0.4082,en,0.843099
100.0,-1,0,0.0,-1,8.0,1.0,90.0,1953,0.0329,en,0.118581
100.0,-1,0,0.0,-1,6.0,7.0,104.0,1996,0.9508,ja,1.116129
77.8,77.8,0,0.0,-1,4.3,5.0,89.0,1991,0.3315,en,0.809104
16.7,0.0,0,0.0,-1,5.3,10.0,90.0,2012,0.3962,en,0.912915
-1,0.0,0,0.0,-1,6.5,2.0,90.0,1987,0.3562,en,0.462164
42.9,40.0,0,200406.0,-1,6.5,344.0,93.0,2014,0.2548,en,7.597475
0.0,-1,10300000,0.0,-1,5.6,28.0,108.0,1994,0.9397,ja,1.728526
16.7,-1,0,0.0,-1,5.0,16.0,90.0,2013,0.3068,en,3.927043
26.3,23.1,20000000,187000000.0,9.35,7.9,3787.0,134.0,2013,0.7945,en,30.316249
-1,-1,0,0.0,-1,0.0,0.0,0.0,2013,0.1644,en,0.010588
60.0,20.0,0,0.0,-1,6.3,4.0,96.0,2011,0.8027,en,0.15837
50.0,28.6,0,0.0,-1,6.0,99.0,97.0,2013,0.7753,en,5.746841
50.0,0.0,1104000,0.0,-1,6.6,30.0,116.0,2013,0.1808,ro,3.465681
-1,-1,0,0.0,-1,6.0,2.0,107.0,2013,0.8658,ru,0.243041
35.7,50.0,1030064,0.0,-1,7.1,455.0,104.0,2013,0.7562,en,7.075031
0.0,0.0,0,0.0,-1,7.7,12.0,90.0,1981,0.6767,en,0.004948
25.0,0.0,0,0.0,-1,5.7,9.0,90.0,2005,0.9342,en,0.616126
-1,-1,0,0.0,-1,7.3,7.0,81.0,2007,0.6877,fa,0.801167
-1,-1,0,0.0,-1,5.9,6.0,75.0,2011,0.2603,el,0.241109
50.0,-1,1203000,0.0,-1,6.0,4.0,108.0,2011,0.2466,en,0.719147
-1,-1,0,0.0,-1,7.7,3.0,106.0,2011,0.0,es,0.162432
-1,-1,0,0.0,-1,0.0,0.0,87.0,1956,0.0,fi,0.001202
-1,-1,0,0.0,-1,0.0,0.0,80.0,2004,0.9399,en,0.005683
33.3,33.3,1650000,0.0,-1,6.4,29.0,99.0,2013,0.7945,fi,2.058307
50.0,-1,0,0.0,-1,0.0,0.0,0.0,2009,0.8301,de,0.048511
-1,-1,0,0.0,-1,5.5,4.0,75.0,2009,0.0,en,0.400267
50.0,0.0,0,0.0,-1,3.5,12.0,85.0,2008,0.0055,en,5.513341
33.3,28.6,0,0.0,-1,4.5,4.0,85.0,2008,0.6694,en,0.749604
0.0,-1,0,0.0,-1,4.2,5.0,84.0,2012,0.0301,fr,0.690089
40.0,0.0,0,0.0,-1,6.7,25.0,90.0,2012,0.8087,fr,2.18722
0.0,-1,0,0.0,-1,5.0,2.0,84.0,1970,0.5808,ja,0.570395
0.0,-1,0,0.0,-1,4.3,6.0,70.0,1962,0.9315,en,0.767422
100.0,-1,0,0.0,-1,7.5,38.0,79.0,2013,0.3068,en,1.642017
9.1,0.0,5000000,0.0,-1,5.6,10.0,93.0,2002,0.5726,en,1.657116
28.6,0.0,0,0.0,-1,1.5,2.0,80.0,1989,0.5808,en,0.097503
16.7,0.0,0,0.0,-1,7.1,14.0,120.0,2003,0.7616,en,0.911542
-1,-1,0,0.0,-1,5.6,5.0,98.0,2013,0.8137,en,0.270922
0.0,16.7,9000000,6108720.0,0.6787466667,6.6,679.0,106.0,2013,0.7945,en,12.74965
50.0,0.0,0,0.0,-1,6.5,6.0,66.0,1945,0.9507,en,0.213339
100.0,0.0,0,0.0,-1,5.7,7.0,97.0,1997,0.9479,ja,0.885005
100.0,-1,0,0.0,-1,6.1,5.0,99.0,1998,0.9452,ja,1.080796
55.6,100.0,0,0.0,-1,5.6,63.0,101.0,2012,0.6831,en,4.469269
16.7,0.0,0,0.0,-1,7.1,8.0,113.0,1999,0.4055,en,0.367253
50.0,-1,0,0.0,-1,5.3,24.0,109.0,2010,0.5534,en,2.518077
10.0,16.7,0,0.0,-1,4.3,6.0,106.0,1966,0.4521,en,0.595186
33.3,0.0,0,2685453.0,-1,4.5,10.0,98.0,1985,0.8904,en,2.945479
25.0,0.0,0,0.0,-1,10.0,1.0,0.0,1995,0.0,en,0.465559
30.8,25.0,0,0.0,-1,4.3,10.0,90.0,1991,0.0,en,0.944816
60.0,100.0,0,0.0,-1,3.7,3.0,95.0,1994,0.989,en,0.303971
-1,0.0,0,0.0,-1,5.0,1.0,94.0,2010,0.1973,en,0.043649
-1,33.3,0,0.0,-1,6.6,8.0,90.0,2011,0.8767,de,0.580576
22.2,20.0,0,0.0,-1,5.8,52.0,67.0,1999,0.8712,en,4.28423
28.6,21.4,110000000,125537191.0,1.1412471909,6.6,2354.0,114.0,2013,0.8082,en,12.500305
30.0,0.0,0,0.0,-1,6.4,5.0,86.0,1963,0.8274,en,0.434981
60.0,0.0,0,0.0,-1,0.0,0.0,132.0,1994,0.0,en,0.232658
-1,-1,0,0.0,-1,7.8,183.0,7.0,2013,0.1151,en,6.568023
33.3,-1,0,0.0,-1,7.0,3.0,102.0,2010,0.4027,ro,0.493434
-1,-1,0,0.0,-1,5.3,3.0,90.0,2013,0.5397,en,0.955426
0.0,0.0,0,0.0,-1,7.3,246.0,22.0,2013,0.7863,en,0.512025
28.6,0.0,0,0.0,-1,5.0,1.0,82.0,1935,0.1425,en,0.33188
40.0,0.0,0,0.0,-1,7.0,2.0,91.0,1946,0.6795,en,0.917732
14.3,11.1,0,24084.0,-1,5.2,304.0,98.0,2013,0.6082,en,9.113415
33.3,33.3,0,0.0,-1,5.3,6.0,94.0,1982,0.337,en,1.291504
33.3,0.0,0,0.0,-1,6.5,2.0,96.0,1985,0.074,en,0.260534
-1,-1,0,0.0,-1,4.5,2.0,78.0,2012,0.6257,en,0.128842
40.0,0.0,0,0.0,-1,6.2,15.0,111.0,2013,0.7699,nl,1.963789
50.0,0.0,0,0.0,-1,5.8,4.0,90.0,1998,0.863,it,0.379683
37.5,0.0,0,0.0,-1,6.4,24.0,109.0,2007,0.4274,fr,1.732983
42.9,0.0,15000000,151831537.0,10.1221024667,6.0,688.0,92.0,2013,0.8055,en,8.000867
44.4,0.0,0,0.0,-1,5.8,32.0,161.0,2008,0.2158,en,2.337689
40.0,33.3,0,0.0,-1,4.9,19.0,90.0,2012,0.306,en,7.829016
25.0,17.4,170000000,644571402.0,3.7915964824,6.8,4873.0,112.0,2013,0.8247,en,34.905447
42.9,0.0,0,0.0,-1,5.8,4.0,90.0,1976,0.4973,en,0.153267
20.0,0.0,0,0.0,-1,4.9,5.0,94.0,1970,0.0,en,0.429745
-1,-1,0,0.0,-1,0.0,0.0,180.0,2011,0.7616,en,0.007123
20.0,-1,0,0.0,-1,5.3,19.0,107.0,2008,0.6913,en,5.555685
100.0,-1,0,0.0,-1,4.0,1.0,96.0,2008,0.5738,en,0.0424
33.3,-1,0,0.0,-1,5.9,20.0,91.0,2003,0.9479,ja,1.892602
33.3,11.1,5000000,55198285.0,11.039657,7.9,2973.0,117.0,2013,0.6822,en,14.785719
27.8,41.7,0,0.0,-1,5.1,224.0,89.0,2012,0.8497,en,7.60849
50.0,0.0,0,0.0,-1,7.4,35.0,131.0,2012,0.6967,ko,3.291016
-1,-1,0,0.0,-1,7.8,11.0,90.0,2013,0.7644,en,0.45759
-1,-1,75000,0.0,-1,6.8,3.0,84.0,2008,0.0,en,0.155224
10.0,0.0,0,0.0,-1,7.0,23.0,113.0,2011,0.1479,de,1.726298
33.3,0.0,0,0.0,-1,4.9,8.0,90.0,2009,0.937,vi,0.743727
27.3,69.2,1000000,0.0,-1,5.3,10.0,89.0,2010,0.663,en,4.476116
44.4,12.5,0,0.0,-1,5.6,60.0,97.0,2011,0.2521,en,9.664896
-1,-1,0,0.0,-1,0.0,0.0,90.0,,,en,0.007875
33.3,25.0,0,0.0,-1,7.2,83.0,91.0,2013,0.3699,en,5.921419
50.0,0.0,0,0.0,-1,5.3,110.0,93.0,2008,0.0164,fr,5.197678
18.2,42.9,0,0.0,-1,7.2,5.0,129.0,2012,0.5874,en,1.018079
50.0,0.0,0,0.0,-1,5.5,6.0,94.0,1990,0.8877,fr,0.784395
-1,-1,2000000,0.0,-1,6.6,20.0,97.0,2012,0.8552,ku,1.876356
50.0,0.0,0,154120.0,-1,7.3,83.0,133.0,2013,0.7562,zh,6.303552
-1,0.0,0,0.0,-1,6.9,35.0,90.0,2012,0.6066,en,3.289057
30.8,30.0,0,0.0,-1,4.3,4.0,96.0,1996,0.8525,en,1.171478
0.0,-1,0,0.0,-1,6.4,6.0,142.0,1994,0.4137,en,0.635069
33.3,0.0,0,0.0,-1,4.0,1.0,0.0,2011,0.0,en,0.343017
50.0,50.0,0,0.0,-1,8.5,2.0,127.0,1924,0.2432,en,0.172143
42.9,0.0,0,1300000.0,-1,0.0,0.0,91.0,1954,0.1068,en,0.182717
20.0,-1,0,0.0,-1,0.0,0.0,118.0,2006,0.4712,en,0.007316
50.0,37.5,0,0.0,-1,6.4,270.0,101.0,2013,0.6904,en,14.21278
57.7,62.5,0,0.0,-1,5.7,103.0,103.0,2012,0.6831,en,4.80745
25.0,16.7,4000000,0.0,-1,6.3,272.0,97.0,2013,0.9096,en,10.053166
-1,-1,0,0.0,-1,6.2,3.0,80.0,2013,0.3342,en,0.425492
16.7,0.0,103000,3623330.0,35.177961165,6.9,92.0,104.0,2012,0.6776,ko,5.194433
100.0,-1,0,0.0,-1,5.5,3.0,90.0,2013,0.1452,en,0.160291
20.0,0.0,1500000,0.0,-1,5.6,24.0,102.0,2012,0.7268,en,2.285454
0.0,0.0,0,0.0,-1,7.7,21.0,93.0,2006,0.0219,en,1.083169
50.0,0.0,0,0.0,-1,6.2,19.0,111.0,2010,0.6329,en,1.365366
0.0,0.0,0,0.0,-1,7.4,47.0,79.0,2013,0.8329,en,2.609603
0.0,0.0,0,0.0,-1,7.4,26.0,61.0,2012,0.2158,en,1.234042
0.0,33.3,0,0.0,-1,0.0,0.0,82.0,2006,0.0493,en,0.007335
50.0,0.0,0,0.0,-1,6.4,10.0,112.0,2011,0.7178,es,1.01965
66.7,-1,0,0.0,-1,4.0,2.0,,2010,0.9726,fr,0.453212
0.0,-1,0,0.0,-1,8.0,2.0,82.0,2012,0.5874,en,0.080017
25.0,0.0,0,0.0,-1,0.0,0.0,90.0,1950,0.3397,en,0.002407
43.9,50.0,0,258656.0,-1,6.3,101.0,128.0,2012,0.9126,en,6.812108
-1,-1,0,0.0,-1,7.1,27.0,93.0,2013,0.4685,en,1.223673
0.0,0.0,0,0.0,-1,5.0,27.0,81.0,2012,0.8361,en,1.424857
21.4,0.0,55000000,110000000.0,2.0,5.7,259.0,91.0,2013,0.8274,en,7.713231
100.0,100.0,8500000,0.0,-1,6.8,30.0,88.0,2002,0.8356,ja,1.187456
18.2,0.0,0,0.0,-1,4.3,4.0,89.0,1969,0.5644,ja,2.679758
0.0,-1,0,0.0,-1,4.0,1.0,85.0,1990,0.6247,en,0.049521
66.7,0.0,0,0.0,-1,6.4,58.0,93.0,2010,0.6082,en,5.376548
14.3,0.0,0,0.0,-1,6.0,1.0,95.0,1998,0.2767,en,0.888438
14.3,0.0,0,0.0,-1,7.3,3.0,109.0,2004,0.7596,en,0.563247
50.0,0.0,0,0.0,-1,6.0,1.0,103.0,1952,0.7486,en,0.927457
30.0,0.0,0,0.0,-1,3.4,7.0,89.0,2010,0.9397,en,0.388392
50.0,0.0,0,0.0,-1,4.0,1.0,95.0,1994,0.7479,en,0.089596
0.0,-1,0,0.0,-1,6.6,6.0,74.0,1991,0.7315,es,0.109362
33.3,66.7,9000000,0.0,-1,4.0,5.0,93.0,2005,0.5918,en,0.810772
0.0,0.0,0,0.0,-1,6.5,3.0,91.0,1964,0.5929,en,0.460466
0.0,33.3,0,0.0,-1,5.3,6.0,93.0,1956,0.7077,ru,0.542191
-1,0.0,0,0.0,-1,2.0,2.0,90.0,1959,0.7863,fi,0.947192
0.0,-1,8000000,0.0,-1,6.6,28.0,135.0,2003,0.9781,ko,1.746498
0.0,-1,0,0.0,-1,8.9,8.0,92.0,2004,0.6831,en,0.378518
36.4,0.0,0,0.0,-1,6.2,16.0,113.0,2007,0.3699,en,5.005837
