noDataCast,femaleCast,maleCast,noDataCrew,femaleCrew,maleCrew,tmdbId,movieId,imdbId
8,2,6,2,0,1,110919,106747,1839522
0,5,5,8,2,1,201749,106749,1838603
4,1,3,3,0,0,37445,106751,113637
5,1,2,3,0,2,187628,106753,2429292
3,2,1,1,0,3,51859,106762,1703049
1,3,11,24,3,5,86829,106766,2042568
7,0,2,15,0,0,39378,106768,1426374
74,16,50,196,12,36,106646,106782,993846
3,6,5,14,2,14,204082,106785,2312718
3,5,9,8,1,5,30877,106791,89338
2,1,6,6,0,2,2072,106794,112763
5,1,3,10,3,2,4839,106808,443570
3,1,1,1,0,1,134372,106820,2628830
3,0,1,0,0,2,46793,106822,76765
5,0,0,0,0,2,222487,106824,84643
0,1,5,2,0,1,43254,106832,49745
3,0,0,2,0,0,186399,106834,1885171
0,1,1,0,0,3,155096,106836,2086799
8,2,5,5,1,4,192136,106839,2304771
5,6,9,1,3,10,152737,106841,1322269
5,0,2,5,0,3,21930,106848,59080
29,1,4,9,0,2,16692,106850,56714
6,1,8,7,0,1,16693,106852,200309
1,4,5,1,0,1,57210,106854,1833888
11,2,13,6,0,5,180048,106859,2786278
21,5,4,3,0,4,209282,106861,2976920
7,0,0,3,0,0,215739,106863,2405182
1,6,5,0,2,0,136850,106868,1510686
4,2,4,23,1,3,134366,106870,2231554
4,5,6,3,0,3,75629,106873,860907
9,2,5,0,0,2,58043,106877,1641624
0,12,15,33,21,74,214597,106879,2486630
1,1,7,13,1,9,158916,106881,2224004
2,4,6,5,3,8,174311,106883,1462901
1,1,3,0,2,0,41831,106887,120381
4,0,3,4,0,2,212063,106889,3089388
1,0,0,3,0,1,158994,106892,2430104
6,0,5,2,0,0,44038,106895,1261900
7,2,3,9,0,1,89883,106897,1536440
5,0,3,2,0,5,22899,106906,60446
1,7,4,0,0,3,16985,106910,1015999
11,6,14,13,6,11,168672,106916,1800241
3,3,7,7,3,11,116745,106918,359950
20,9,8,7,3,14,152601,106920,1798709
3,1,3,2,0,2,18510,106922,57503
0,2,3,1,0,1,18511,106924,57715
3,3,3,0,0,2,39260,106927,1381512
2,5,3,2,0,10,163392,106963,69483
0,4,6,2,0,7,90563,106967,64036
14,0,1,2,0,0,35637,106970,1017428
0,0,0,2,0,0,264113,106972,877351
7,1,0,9,1,0,86817,106981,1629747
8,3,3,4,2,4,184314,106983,2752200
1,1,3,0,0,2,48880,106986,89488
14,2,0,3,0,2,107916,106988,2177509
0,0,1,3,0,1,309410,106990,35022
11,3,1,6,0,3,54236,106992,72030
0,0,0,2,0,0,195516,106994,129767
0,1,3,1,0,6,59833,106996,52242
2,0,4,1,0,2,54283,106998,164982
0,2,6,1,0,1,177203,107000,2421662
1,0,1,1,0,0,159142,107002,2359427
2,5,1,2,3,4,172897,107004,2201221
1,0,1,4,0,0,180998,107011,1730311
1,3,7,2,0,1,45697,107013,188504
5,1,3,17,1,4,215830,107017,2071550
10,1,3,6,0,0,25028,107020,94962
3,0,6,1,0,1,264061,107022,33056
7,0,0,0,0,1,224659,107024,2704212
15,3,14,5,2,5,57047,107028,254334
3,1,7,7,1,5,55547,107032,215135
3,3,8,5,2,9,121636,107039,54230
3,5,4,1,0,2,238478,107042,3385404
2,3,6,0,0,0,26131,107050,340380
5,4,1,5,0,0,178290,107052,1785612
7,1,1,5,0,0,40448,107055,122037
1,5,6,1,0,1,176297,107057,1285482
0,2,3,0,0,1,223389,107059,118942
14,4,5,4,0,3,43967,107061,88334
0,4,3,1,0,2,14569,107065,489085
5,0,1,2,0,0,64632,107067,1331115
31,0,16,26,2,20,193756,107069,1091191
0,3,4,1,0,2,47257,107075,112668
2,3,3,0,0,1,28769,107077,406649
1,2,6,0,1,1,146712,107079,2299368
2,0,3,2,0,1,18624,107081,57714
4,5,8,32,0,9,197033,107083,2235902
6,3,4,4,0,3,115023,107085,1571401
7,0,0,0,0,2,119288,107096,1764282
11,3,1,4,0,5,132141,107098,52063
10,0,0,8,0,3,87392,107100,69214
4,0,0,3,0,0,121573,107102,1727523
3,4,3,3,0,3,5546,107106,112820
4,7,13,1,0,2,70338,107115,1696192
6,0,1,0,0,2,214083,107117,1638364
8,4,6,9,0,4,47794,107128,76313
15,1,8,1,0,1,210024,107130,2663812
7,1,3,8,0,1,29600,107132,91560
8,5,9,3,0,2,18231,107137,835378
2,7,9,4,5,8,140823,107141,2140373
0,0,0,2,0,0,236661,107143,1596572
23,2,3,5,0,0,107978,107145,2287675
4,1,3,3,0,2,99880,107147,1810798
4,2,7,8,0,2,89995,107153,60434
4,2,3,7,1,7,85494,107155,44477
2,1,8,5,1,6,18977,107157,53672
8,1,6,6,0,2,40897,107159,130377
6,0,2,3,0,0,54265,107161,191664
3,5,3,2,1,1,69717,107172,1446208
0,0,0,1,0,1,49152,107174,57442
4,0,0,15,4,9,8985,107176,425624
8,1,3,36,0,2,18619,107178,783522
1,0,1,0,0,2,186279,107183,2674152
8,1,7,0,0,2,40955,107185,74226
5,2,5,2,0,1,54272,107188,164984
2,1,1,0,0,1,176389,107194,15036
0,0,2,0,0,2,167502,107196,1817287
2,3,1,1,0,1,57830,107204,1646221
2,1,7,2,0,1,183258,107207,2095568
3,3,6,19,2,6,241765,107209,2198241
1,4,6,7,10,1,157351,107213,1838520
0,1,2,0,0,1,15216,107215,795426
2,5,5,1,0,2,49852,107217,1041804
9,1,4,3,0,0,220674,107224,2763790
3,4,6,0,0,2,164123,107226,217066
0,3,3,0,0,1,92675,107230,106683
5,0,0,4,0,0,40059,107232,87998
0,1,4,1,0,2,110548,107234,101688
1,4,10,1,0,2,38792,107236,64688
8,0,3,4,0,0,256750,107238,82998
1,0,0,0,1,0,132812,107241,452604
0,1,4,1,0,2,45130,107243,259340
11,1,2,6,0,2,29130,107246,70013
7,4,0,1,0,2,29565,107248,81250
4,0,3,2,0,1,54274,107262,202154
0,1,4,2,0,1,54273,107264,123335
3,4,5,1,0,0,234652,107266,2430084
0,0,7,0,0,1,213842,107268,116056
1,0,0,0,0,1,19604,107270,118951
2,1,3,7,1,4,127913,107274,1764275
8,4,2,1,0,2,29128,107278,73324
0,5,3,11,2,9,67750,107281,113224
0,1,2,1,0,0,77161,107289,162854
4,1,5,5,0,5,75300,107295,1605803
2,2,3,1,1,0,160706,107297,2244856
13,7,11,21,3,9,116853,107299,1935749
2,3,4,0,0,3,228331,107302,2275471
9,2,1,8,0,1,20986,107304,1288461
4,0,2,7,0,1,23452,107306,1422651
6,1,0,2,0,0,140447,107309,2184331
2,6,6,4,0,4,18269,107312,249677
2,7,10,7,3,9,87516,107314,1321511
5,0,1,4,0,3,59993,107316,180657
3,2,1,4,1,1,114903,107326,1695765
3,1,1,0,0,1,29129,107328,65744
9,1,8,2,0,5,25866,107334,57967
0,8,18,0,2,8,209232,107338,2969050
3,0,2,1,0,2,54275,107342,59942
3,1,4,1,0,2,21410,107344,143012
4,1,4,4,0,3,54276,107346,199905
3,7,17,3,0,5,109443,107348,1229340
0,0,0,0,1,1,84192,107350,2093109
13,1,7,5,0,5,170039,107352,2299248
3,0,4,4,0,0,173301,107354,2505938
2,13,6,0,10,3,187541,107357,2536846
2,3,1,1,0,0,172499,107359,2400283
22,1,3,3,0,5,213015,107361,3003668
3,1,1,0,1,1,230170,107368,2883224
7,4,3,11,0,7,82362,107370,71950
6,4,3,2,0,0,42892,107372,1455810
0,0,1,1,0,2,210041,107380,3009336
0,4,4,0,1,0,174325,107382,2319863
3,7,10,2,0,2,45241,107397,57556
8,5,12,1,0,2,58799,107402,39266
5,1,3,0,0,2,70490,107404,77525
27,3,15,37,11,14,110415,107406,1706620
8,0,1,4,0,0,37129,107408,70861
6,3,7,3,0,0,20894,107410,86723
5,1,8,2,0,2,20878,107412,60584
0,1,4,2,0,0,69278,107418,1568816
2,0,2,2,0,0,121691,107422,2325719
5,2,4,2,0,0,58899,107424,99401
10,3,2,6,0,7,40342,107426,90930
9,9,13,8,0,3,139718,107430,66221
4,4,5,23,1,5,166271,107436,2345567
1,3,10,2,1,1,42213,107445,77233
2,5,10,2,0,0,158990,107447,2166616
3,4,8,2,0,1,27190,107449,1292569
0,2,6,0,0,1,430985,107456,104101
2,2,5,2,0,1,154226,107458,101741
27,0,1,6,1,1,37168,107460,87373
2,2,5,9,1,4,180894,107462,2458106
5,1,3,0,0,1,144231,107466,88701
6,1,9,1,0,2,21138,107469,817307
7,1,7,8,0,3,11367,107477,78058
0,2,1,0,0,3,39055,107481,1128071
0,1,4,0,0,0,245226,107484,3415676
9,0,5,4,1,2,142487,107499,2062575
0,6,3,2,0,0,95383,107501,2258233
6,1,0,7,1,4,67737,107505,80764
2,1,7,2,0,0,194188,107516,2836166
8,0,4,2,0,0,54861,107535,137427
11,3,1,21,0,3,86331,107537,1879030
10,2,2,9,0,3,103742,107539,2325741
4,5,11,12,3,6,83869,107541,1906329
3,0,3,22,0,1,74626,107543,1560671
2,0,3,6,1,1,11039,107546,80530
2,2,8,19,2,4,62989,107548,1657284
8,3,4,3,2,3,78362,107551,1623765
6,3,0,7,0,4,43766,107555,845439
1,8,4,4,2,4,82679,107557,1663143
0,2,3,2,0,1,91551,107559,1384927
5,3,3,2,0,0,85469,107561,1670388
8,4,4,3,4,7,79113,107563,1083448
4,6,4,1,0,4,233063,107565,2987732
0,0,0,1,0,0,289336,107567,2421234
9,0,2,3,0,1,222413,107569,68692
0,0,0,0,0,0,69353,107573,1686053
8,4,3,13,1,4,189803,107575,1664971
7,1,3,2,0,0,118778,107577,1282152
10,0,0,2,0,0,420743,107579,2389120
5,1,2,3,0,0,388182,107581,2669832
6,2,1,7,0,3,5995,107584,342771
4,2,5,9,0,2,246314,107589,3421186
7,1,0,2,0,0,203060,107591,2325909
3,4,6,3,0,0,130233,107595,1907628
5,1,5,4,0,1,130694,107601,2147550
2,1,4,1,0,3,117467,107603,2325717
6,1,2,1,0,1,52477,107610,184197
1,1,0,1,0,0,210842,107612,3104078
4,1,0,2,0,0,176085,107614,2570738
2,0,0,4,0,0,174358,107617,2419284
4,1,0,0,0,2,228407,107619,2357790
5,2,1,3,0,0,398452,107621,2173366
5,0,2,4,0,0,229974,107625,3194532
1,1,11,37,1,13,169881,107627,2101473
35,23,23,11,0,8,27584,107630,1247667
8,2,5,6,0,3,174928,107632,8950
2,3,7,3,0,0,37420,107634,104362
0,0,1,12,0,2,199782,107636,2513616
1,0,4,4,0,3,28323,107638,73138
2,0,1,1,0,0,328069,107640,177511
4,0,0,2,0,1,253988,107643,1874522
2,2,0,0,0,3,214139,107645,2352230
1,2,2,0,0,1,25583,107647,985680
6,4,1,4,0,3,186929,107649,1954315
3,1,1,2,0,0,224950,107651,2374196
0,0,1,2,0,1,58515,107653,1669698
6,0,7,0,1,0,46445,107656,82835
4,2,5,3,1,0,14499,107658,93543
7,0,2,2,0,1,54277,107662,186725
0,1,1,0,0,0,149725,107664,66572
0,0,0,0,0,0,163795,107667,1592530
6,1,2,8,0,0,128151,107669,2208272
1,0,0,16,0,0,127866,107671,2182209
3,2,1,11,0,2,100812,107673,124621
2,3,7,5,0,3,225747,107675,2572632
14,0,1,9,0,6,185267,107677,1427298
5,2,14,15,1,11,28981,107682,79117
3,4,2,3,0,1,119278,107684,2025667
3,1,2,15,0,1,8213,107686,1091666
0,1,5,1,0,1,25707,107688,337610
0,0,0,2,0,0,328631,107690,75647
4,0,5,4,0,0,211233,107692,2088871
3,1,0,0,0,2,84283,107696,2091318
0,2,1,0,0,2,69406,107698,1429432
5,5,6,3,1,3,171910,107700,1356790
4,2,11,18,3,12,64807,107702,1661382
4,1,2,1,0,1,229296,107704,3165608
1,2,3,8,0,0,17478,107707,422091
2,4,7,0,2,0,230864,107710,3011874
0,0,0,0,0,0,72123,107713,1341746
1,1,2,1,0,0,171698,107716,1942989
2,2,1,0,0,3,13194,107723,465657
1,1,0,1,0,0,35076,107725,1421383
0,0,1,0,2,0,30077,107730,1201658
0,0,1,0,0,0,259311,107732,982913
0,0,0,3,0,3,252385,107735,2281095
7,7,6,36,0,6,209504,107737,2369396
11,1,3,3,0,0,53500,107740,248965
7,0,2,2,0,0,240629,107743,3311384
9,4,7,19,2,8,195269,107745,2317524
2,1,2,2,0,0,35718,107747,162503
4,1,6,18,0,5,58061,107752,69536
0,0,0,0,0,0,265111,107754,2072236
2,5,5,2,0,1,115283,107756,1311060
6,7,6,2,1,0,159024,107758,1509788
4,1,2,4,0,7,84152,107762,106743
1,0,1,0,0,2,66469,107765,99462
0,0,0,8,0,3,44432,107767,988086
4,2,4,2,1,6,227348,107769,2473682
2,2,5,47,4,8,152603,107771,1714915
12,1,2,3,0,0,101740,107778,67249
8,1,3,9,0,3,170309,107782,25189
5,0,0,2,0,2,32616,107827,307538
6,3,4,7,0,3,36671,107840,1176095
2,0,6,1,0,1,81462,107842,76706
0,2,4,0,0,5,13632,107846,110420
17,0,1,2,0,0,76127,107848,1814930
0,1,0,0,0,0,267219,107851,1081731
13,0,3,9,0,2,183654,107853,73034
11,2,2,0,0,3,257618,107855,61580
1,2,5,23,3,7,31013,107858,282178
3,4,7,0,0,1,41932,107860,97260
2,2,1,2,0,0,54229,107863,484360
10,1,2,8,0,0,83678,107865,119204
3,1,5,1,0,1,15826,107867,400201
0,4,10,0,0,1,40593,107869,82461
2,5,4,2,0,1,37488,107875,68704
3,2,4,3,0,6,42329,107877,65163
5,1,2,0,0,2,72091,107879,59887
0,0,0,1,0,0,158232,107881,1941541
3,3,3,3,0,5,191714,107883,2350496
4,0,1,6,0,1,114718,107885,1776222
0,1,7,0,0,3,48734,107890,20094
3,2,5,0,0,3,143777,107894,168922
5,1,7,5,0,2,124409,107897,112998
1,1,7,4,1,1,53061,107899,109760
3,5,4,2,1,2,14432,107901,446463
12,0,2,25,0,2,199177,107903,53306
4,1,2,7,0,2,107445,107906,1833843
1,4,10,17,0,6,124623,107910,2113683
7,0,2,3,0,0,39516,107912,382721
2,4,8,3,0,0,40034,107914,80711
9,4,3,6,1,6,245775,107916,2707858
1,2,4,1,0,0,53389,107919,1135083
6,6,6,3,0,4,8434,107928,290916
0,3,1,1,0,1,206183,107943,271984
3,1,4,1,0,2,122796,107945,1847548
2,1,6,1,0,0,317246,107947,99103
6,6,7,24,3,4,111473,107949,1700845
5,1,4,8,0,1,204810,107951,2295196
16,2,8,5,0,1,126963,107953,2263944
2,3,9,1,0,1,136735,107955,1774358
11,1,3,3,0,2,153158,107958,1634003
0,2,3,1,0,1,56965,107960,1107812
2,1,4,6,3,4,243531,107962,2325002
0,2,5,0,0,2,290075,107964,1305131
6,1,1,0,0,2,292062,107966,92734
5,1,1,1,0,2,95410,107968,61081
5,1,15,6,0,6,54773,107972,26409
3,1,8,11,0,7,120497,107974,26137
4,8,11,6,0,9,95504,107976,40342
3,5,4,9,0,4,177945,107978,2331143
21,4,9,10,3,4,127560,107980,2058107
4,7,4,3,0,2,83896,107982,1844770
2,3,9,0,0,4,277809,107984,47220
9,6,13,5,0,7,118289,107987,1758595
39,2,1,13,1,4,109391,107990,1618445
3,4,3,7,0,7,159128,107997,2309021
10,0,1,5,0,1,39102,107999,142244
1,0,1,0,0,1,79690,108001,452029
0,4,8,1,0,3,150249,108003,25132
5,0,0,3,0,0,94747,108005,124578
7,1,1,0,0,2,89581,108007,29989
14,6,14,5,0,8,90966,108010,39595
0,1,2,0,1,0,170399,108012,101970
0,1,4,2,0,0,24671,108014,388377
1,1,3,8,0,1,96944,108016,1391116
4,3,5,2,0,3,190880,108041,2315200
2,2,25,5,0,11,173467,108043,2370224
3,1,4,7,0,0,193638,108046,22409
2,1,13,5,0,3,4949,108048,62373
5,0,0,5,0,0,110992,108050,1024188
5,2,1,1,0,2,27093,108052,346039
6,0,1,4,0,1,225235,108054,3155604
0,0,0,0,0,0,245170,108056,3218680
1,0,2,6,0,5,16076,108063,311926
0,2,3,5,0,0,33114,108065,417046
3,1,15,0,0,1,63206,108070,1292039
2,2,6,2,0,1,71847,108072,97335
2,5,2,3,0,3,152206,108074,113935
0,1,0,1,0,0,173480,108076,2459100
31,13,20,0,0,4,206408,108078,1937118
6,5,2,5,0,2,176068,108085,2395385
7,3,2,4,0,1,168806,108088,2112206
3,0,2,3,0,1,39148,108090,142250
3,1,0,0,0,1,73554,108092,861730
1,0,3,0,0,2,38189,108095,285104
0,0,0,0,0,1,145059,108097,1279185
1,0,0,3,0,0,63954,108100,1623777
28,7,13,5,1,2,113594,108120,2288005
1,3,3,4,0,2,60140,108125,37505
3,1,0,0,0,2,75507,108127,1999141
0,1,0,1,0,0,303296,108130,1113810
5,1,2,1,0,1,110391,108132,1850419
15,0,0,9,0,1,75404,108134,416960
2,1,1,2,0,0,173340,108136,49453
4,0,1,4,0,1,256122,108138,69117
1,0,3,1,0,0,121498,108141,1844643
2,0,0,1,0,0,159002,108143,2355540
26,7,7,2,0,4,140174,108146,2236182
0,0,0,0,0,1,211024,108149,3091552
2,8,7,3,2,0,164278,108151,116497
6,0,2,13,0,1,126749,108153,1801123
28,3,14,3,1,15,168530,108156,1408253
3,1,6,2,0,2,84971,108158,23327
0,3,7,3,1,7,81867,108160,1736552
0,0,1,1,0,0,20305,108186,206179
13,3,13,12,7,12,137094,108188,1205537
6,5,10,76,9,10,157350,108190,1840309
0,1,3,2,0,5,6418,108192,1094249
8,0,7,2,0,2,31334,108194,111170
1,6,8,3,0,2,15494,108196,86357
4,3,7,11,1,6,240916,108200,2304953
0,0,0,2,0,0,54642,108202,322526
4,1,0,3,0,0,91052,108209,1946269
3,5,7,4,0,3,221667,108212,2707848
1,3,4,1,0,6,51259,108214,84540
7,0,0,9,0,0,182972,108216,2842128
7,2,3,7,0,1,95943,108218,25725
5,0,2,7,1,0,159037,108220,2486682
1,0,5,0,0,3,102207,108237,1723642
2,6,6,5,2,9,52395,108239,99557
7,1,3,6,2,5,91817,108241,82367
3,7,6,25,2,6,79316,108243,2752758
8,2,6,4,0,0,242661,108246,3019694
1,0,0,2,0,0,163875,108248,2673812
4,2,0,1,1,0,81600,108250,403539
2,3,3,3,0,0,19551,108253,491145
8,3,7,1,0,3,31769,108255,135037
1,2,5,3,0,3,91380,108257,50152
0,11,24,11,16,48,2442,108261,113063
1,4,4,2,0,6,29403,108265,58403
7,1,0,2,0,0,101352,108267,2397489
2,5,8,4,0,3,55922,108271,367232
2,3,2,12,5,3,84178,108280,1930294
3,0,6,21,3,6,41374,108282,99578
4,2,4,1,0,0,59145,108285,1793239
4,3,6,22,1,4,149206,108287,2201034
2,1,3,3,2,3,10958,108289,481522
6,3,7,9,0,7,118011,108306,35807
1,2,8,2,0,3,26657,108311,38780
2,3,7,0,5,5,135855,108313,217363
11,2,8,9,0,1,88293,108316,371530
2,5,7,5,4,7,159932,108318,1540741
5,4,0,5,0,0,28062,108328,782700
5,3,2,3,0,1,21072,108330,198837
6,1,8,0,0,1,37351,108332,356922
11,1,2,7,1,6,33998,108342,56636
1,3,4,2,0,5,39311,108360,24360
0,6,9,2,0,1,161315,108370,22635
0,0,0,0,0,0,249072,108389,296625
7,10,4,7,1,1,61663,108395,162556
2,2,4,8,4,9,56906,108401,1504403
6,0,0,2,0,1,31780,108403,1327599
0,1,1,2,0,0,164353,108405,52382
3,0,0,1,0,4,255576,108407,249259
0,1,3,0,0,1,297560,108410,177293
4,1,2,1,0,3,266549,108413,135509
0,2,2,2,0,1,134096,108422,2248944
10,1,4,1,1,0,138977,108425,1876330
1,3,3,0,0,2,109259,108427,69808
8,0,1,1,0,4,89445,108430,404011
4,0,3,13,1,1,75020,108435,445972
1,6,2,3,0,0,156965,108445,2296697
0,1,3,1,0,1,71622,108447,1734067
5,3,6,19,3,7,11188,108466,387541
0,6,4,25,4,5,177047,108468,1464191
3,1,3,4,0,2,331958,108473,135520
2,4,2,3,0,3,288526,108476,135673
0,0,3,1,0,1,53063,108479,106946
3,0,0,1,0,0,72872,108481,965484
3,1,2,8,2,2,174344,108488,2297063
4,0,0,2,0,0,25003,108491,953404
0,0,0,3,0,0,60976,108493,439574
8,1,2,8,0,0,52150,108495,985119
6,0,0,6,0,0,78308,108497,1844633
5,3,9,2,0,2,114638,108499,29695
2,2,9,4,0,4,217993,108501,3060952
15,0,3,8,0,4,34131,108503,63000
18,2,2,3,4,1,174671,108506,2328549
9,2,4,3,0,0,157384,108508,2094890
5,0,1,5,0,0,136727,108510,2078586
3,3,3,0,0,2,56647,108512,1592521
2,2,2,3,0,0,185008,108514,2178470
2,0,0,2,0,4,199423,108516,2936174
2,3,2,1,0,1,24475,108518,1094661
7,1,0,3,4,0,215991,108520,1386654
0,0,1,0,0,1,21073,108522,458375
3,1,6,5,0,3,11765,108524,79808
8,1,1,6,0,2,104710,108527,2385027
3,1,2,9,0,3,92834,108529,399854
6,0,3,9,1,1,126783,108531,29594
23,1,5,24,0,5,92647,108534,1588342
9,0,1,4,0,0,173465,108536,2514894
4,1,5,5,0,5,19199,108538,59958
9,5,11,12,0,0,126319,108540,1816518
1,1,5,0,0,3,111421,108542,48814
6,4,9,6,0,1,57680,108544,200138
0,3,4,9,0,0,72465,108546,1226334
0,1,2,1,0,0,69746,108551,1302559
7,4,4,7,1,8,114888,108564,27908
0,1,1,1,0,3,104086,108566,192718
10,4,7,20,0,5,222911,108569,2513092
1,0,0,0,0,3,250769,108571,1757800
10,0,1,1,0,0,184846,108575,2222206
2,1,1,1,0,0,84690,108577,1510926
6,1,5,7,0,1,65374,108579,130236
6,1,0,6,0,1,36075,108581,217679
0,5,2,1,0,0,117773,108588,104309
2,3,10,0,0,3,78239,108590,106980
2,3,1,3,0,0,76268,108592,446370
0,0,0,1,0,0,100409,108595,1414368
4,2,9,3,0,6,7269,108597,86345
4,2,6,26,2,1,207769,108599,2011276
2,2,3,1,0,2,137968,108601,1714833
4,5,5,1,0,2,358076,108633,89478
1,1,7,15,0,2,12758,108635,62645
2,1,2,0,0,1,104067,108639,14672
7,5,7,5,0,2,173185,108647,2186812
0,0,0,1,1,0,81657,108649,1733679
1,2,12,1,0,3,42262,108656,73620
0,3,3,4,0,4,42456,108658,70068
2,0,3,11,1,1,180383,108660,2654360
4,2,3,1,0,3,29007,108663,1188992
2,1,2,2,1,1,22264,108672,1347508
4,6,2,6,0,5,96482,108674,21632
1,2,9,2,0,1,218689,108676,99090
0,5,14,0,0,2,107430,108685,82425
0,2,3,2,0,1,95093,108687,82440
6,4,12,60,7,20,100241,108689,1418377
4,2,3,3,0,0,378240,108692,2488310
10,1,3,5,0,0,72013,108694,1587157
1,1,10,1,0,3,44969,108696,51638
8,0,0,8,0,0,44693,108699,50143
1,1,5,1,0,1,143973,108704,267659
0,0,6,6,1,2,54102,108709,995832
3,4,5,8,0,5,208529,108711,109893
4,1,5,0,0,3,253077,108713,140627
1,3,6,6,0,0,157099,108715,1609479
3,5,7,0,0,1,37947,108719,371954
3,3,7,9,1,5,48397,108721,930072
3,6,6,7,1,5,181886,108729,2316411
11,0,1,3,0,0,72767,108745,1754506
1,0,0,10,0,0,127687,108748,1109523
2,0,4,4,1,3,107203,108754,2142055
8,1,5,10,0,3,112575,108756,112304
6,0,3,1,0,3,216369,108758,120307
7,0,4,14,0,2,171540,108760,2309224
8,0,0,2,0,0,164328,108764,2586000
0,0,0,6,0,0,37564,108766,1074194
5,2,0,2,0,1,54312,108768,1552197
7,0,1,0,0,2,27960,108770,1347521
5,3,8,1,1,1,33031,108773,33477
0,1,1,0,0,1,30123,108775,457290
6,0,4,4,2,2,186992,108778,2852458
1,7,11,31,5,10,130150,108780,1967545
7,1,3,15,0,6,184352,108787,2427892
3,1,2,0,0,2,136437,108789,2402623
4,1,2,4,0,0,100898,108791,1625150
3,7,4,2,1,1,15359,108795,1186373
6,4,5,6,0,2,236399,108797,3074694
3,2,3,3,0,6,128006,108799,20439
1,1,2,1,1,0,33280,108802,408199
11,2,3,1,0,1,17940,108804,470023
7,1,1,8,1,0,2180,108806,785002
1,2,5,3,0,1,100063,108808,77241
1,3,4,1,2,4,21435,108811,445800
1,2,7,2,0,0,90728,108813,68673
0,1,2,0,0,0,86221,108816,138104
2,2,9,0,0,4,36299,108819,116446
10,3,6,2,1,3,59744,108821,95256
1,3,7,0,0,2,281556,108823,119244
14,9,12,5,0,8,157841,108825,1981107
0,0,0,0,0,0,271009,108844,2407712
2,1,3,3,0,2,295841,108850,93345
0,0,0,0,0,0,45266,108852,115647
3,2,1,0,0,1,11927,108857,1054115
2,2,1,8,0,2,19400,108860,87903
9,3,6,8,2,6,40352,108862,85627
20,4,12,13,1,2,59118,108864,1726861
5,2,1,1,0,1,46136,108866,74216
5,1,2,2,0,2,242033,108869,2293750
0,0,0,0,0,4,47831,108871,21576
5,2,1,0,0,3,44516,108873,210843
0,0,2,1,0,0,79919,108875,1827528
2,2,0,1,0,0,118761,108877,2191861
6,3,5,4,2,6,177888,108879,2325989
1,3,5,2,0,3,66892,108882,127919
3,0,2,9,0,0,234155,108885,3183716
6,3,4,1,1,5,170234,108888,22873
5,0,2,6,0,3,54278,108891,62518
4,2,2,9,0,3,54279,108893,63834
6,1,2,3,0,4,26947,108895,64360
26,1,4,12,0,1,160068,108899,2425486
3,1,0,0,0,4,60025,108901,314390
7,0,9,46,0,3,14028,108914,1208647
4,0,4,4,0,1,137748,108916,219430
6,3,4,3,1,3,104211,108920,23794
0,1,14,3,0,7,144121,108924,43335
3,1,18,6,4,11,152760,108928,2177771
4,3,3,7,0,3,150093,108930,1855236
14,3,18,72,1,9,137106,108932,1490017
3,2,3,4,0,3,32996,108934,25965
3,2,7,3,0,4,106573,108936,22119
6,2,1,8,0,1,136582,108938,2339351
6,4,1,8,0,5,97794,108940,2063008
2,4,10,15,3,9,97020,108945,1234721
1,2,4,0,0,2,58427,108947,117547
3,5,19,3,2,4,209247,108949,2172985
4,3,3,3,0,0,99608,108951,21282
2,2,4,4,0,6,91101,108953,1535432
2,3,9,1,0,6,83665,108968,46770
9,5,9,2,0,6,61501,108970,42242
16,14,12,2,1,4,249397,108981,2382009
2,0,1,4,0,5,83564,108983,1957945
5,2,2,2,1,0,118513,108987,2230434
1,2,2,0,0,1,133018,108989,88193
0,2,2,0,0,1,133021,108991,114565
3,2,3,1,0,0,45930,108993,90631
2,4,2,2,1,2,137566,108997,1109574
21,0,7,8,0,2,2594,109000,291400
0,0,0,2,0,0,253445,109004,3479540
21,0,0,2,0,0,343435,109006,139673
6,6,3,2,0,2,24685,109008,380798
3,1,5,0,0,1,49729,109010,478548
2,3,11,1,0,0,75090,109015,1412442
4,2,6,1,0,8,43191,109017,44417
3,4,9,3,0,8,42325,109019,37539
15,2,5,6,1,3,87293,109023,1800671
3,2,3,10,0,0,219318,109027,2207072
2,1,0,3,0,0,172890,109030,2731434
1,1,3,0,0,2,87358,109032,65850
0,0,0,0,0,2,106828,109034,112990
0,0,1,3,0,0,239155,109038,3057718
3,2,10,16,1,9,74461,109042,1545660
2,3,8,2,0,1,20756,109045,171725
9,3,2,4,0,1,16032,109053,339385
3,3,8,2,1,1,4883,109055,72263
5,0,0,14,0,0,27952,109057,1322930
3,1,0,2,0,0,52147,109060,981352
11,0,0,3,0,0,190341,109062,15152
0,0,1,4,0,0,174688,109064,2489734
2,2,12,2,0,2,103717,109066,1690389
0,0,0,1,0,0,205384,109069,405280
31,7,19,36,5,9,144336,109072,1742334
13,2,5,2,0,0,120143,109074,2204340
8,0,0,8,0,0,258126,109076,3462892
0,2,6,5,0,1,41109,109093,1285241
9,4,2,3,0,6,25519,109096,119861
4,0,0,2,0,2,47100,109098,117315
3,0,3,5,0,0,141614,109102,1856053
1,0,1,3,0,0,17794,109104,796232
3,0,7,3,0,3,422906,109106,54481
0,0,0,2,0,0,45115,109108,342180
5,1,2,6,0,0,33801,109127,71212
0,0,0,0,0,1,56441,109151,1111313
